,venue,headliner,weekday,date,main_genre
1032,9:30 Club,Bone Thugs-n-Harmony,Wednesday,12/26/07,Midwest hip hop
1033,9:30 Club,Antibalas,Wednesday,4/4/07,Afrobeat
1034,9:30 Club,Sebadoh,Tuesday,4/3/07,Indie Rock
1035,9:30 Club,Incubus,Friday,1/26/07,Alternative/Indie
1036,9:30 Club,Hot Chip,Saturday,4/21/07,Indietronica
1037,9:30 Club,Elvis Costello,Friday,5/18/07,New wave
1038,9:30 Club,Mastodon,Saturday,2/17/07,Rock
1039,9:30 Club,Lily Allen,Friday,2/16/07,Pop
1040,9:30 Club,The Tragically Hip,Sunday,4/29/07,Rock
1041,9:30 Club,Silverchair,Tuesday,7/24/07,Grunge
1042,9:30 Club,Butch Walker,Sunday,3/25/07,Glam metal]
1043,9:30 Club,David Crowder Band,Sunday,11/11/07,Christian rock
1044,9:30 Club,Calle 13,Wednesday,7/11/07,Latin
1045,9:30 Club,Third Eye Blind,Tuesday,5/1/07,Alternative rock
1046,9:30 Club,Aesop Rock,Monday,9/10/07,Rap/Hip Hop
1047,9:30 Club,Page McConnell,Tuesday,6/5/07,Alternative rock
1048,9:30 Club,Relient K,Monday,5/7/07,Alternative rock
1049,9:30 Club,Goapele,Friday,12/14/07,R&B
1050,9:30 Club,Isis,Sunday,3/11/07,Rock
1051,9:30 Club,Debbie Harry,Tuesday,11/13/07,Pop
1052,9:30 Club,Kings of Leon,Monday,9/24/07,Alternative rock
1053,9:30 Club,Rilo Kiley,Thursday,9/27/07,Indie Rock
1054,9:30 Club,Cold War Kids,Wednesday,11/28/07,Indie Rock
1055,9:30 Club,Lamb of God,Monday,3/26/07,Rock
1056,9:30 Club,The Frames,Thursday,4/26/07,Alternative/Indie
1057,9:30 Club,The Swell Season,Thursday,7/26/07,Indie folk
1058,9:30 Club,EPMD,Saturday,3/31/07,Rap/Hip Hop
1059,9:30 Club,Matt Pond PA,Monday,10/1/07,Indie Rock
1060,9:30 Club,The Weakerthans,Sunday,10/28/07,Indie Rock
1061,9:30 Club,Circa Survive,Tuesday,10/16/07,Indie Rock
1062,9:30 Club,Against Me!,Tuesday,11/13/07,Punk rock
1063,9:30 Club,Band of Horses,Tuesday,8/7/07,Indie Rock
1064,9:30 Club,Sum 41,Tuesday,9/18/07,Punk rock
1065,9:30 Club,Chevelle,Friday,9/14/07,Rock
1066,9:30 Club,Cowboy Mouth,Saturday,9/15/07,alternative rock
1067,9:30 Club,The Rentals,Sunday,8/26/07,New wave
1068,9:30 Club,Matt Nathanson,Thursday,10/18/07,Rock
1069,9:30 Club,Soulive,Saturday,9/22/07,Soul jazz
1070,9:30 Club,Yonder Mountain String Band,Thursday,10/11/07,Country
1071,9:30 Club,Zap Mama,Saturday,11/3/07,World
1072,9:30 Club,Toots & The Maytals,Monday,10/22/07,SkaRocksteadyReggae
1073,9:30 Club,John Butler Trio,Tuesday,11/6/07,Alternative rock
1074,9:30 Club,HIM,Friday,10/19/07,Alternative/Indie
1075,9:30 Club,The Decemberists,Saturday,11/10/07,Indie Rock
1076,9:30 Club,The Decemberists,Monday,11/12/07,Indie Rock
1077,9:30 Club,The Wallflowers,Thursday,10/18/07,Alternative rock
1078,9:30 Club,Josh Ritter,Tuesday,10/9/07,Folk
1079,9:30 Club,Umphrey's McGee,Wednesday,10/17/07,Rock
1080,9:30 Club,Ani DiFranco,Friday,11/16/07,Folk rock
1081,9:30 Club,The Slackers,Wednesday,11/21/07,Ska
1082,9:30 Club,Elliott Yamin,Monday,11/26/07,Pop
1083,9:30 Club,The Dan Band,Sunday,12/2/07,Alternative/Indie
1084,9:30 Club,Rufus Wainwright,Friday,12/21/07,Pop
1085,9:30 Club,Rufus Wainwright,Saturday,12/22/07,Pop
1086,9:30 Club,Colbie Caillat,Monday,11/5/07,Pop
1087,9:30 Club,Dark Star Orchestra,Friday,11/30/07,Rock
1088,9:30 Club,Carbon Leaf,Thursday,12/13/07,Americana
1089,9:30 Club,Peter Distefano,Thursday,3/15/07,Rock
1090,9:30 Club,Richard Thompson,Friday,6/22/07,Rock
1091,9:30 Club,The Red Jumpsuit Apparatus,Thursday,2/1/07,Post-hardcore
1092,9:30 Club,Ratatat,Tuesday,4/17/07,Experimental rock
1093,9:30 Club,The Apples In Stereo,Wednesday,9/19/07,Indie pop
1094,9:30 Club,Talkdemonic,Wednesday,6/20/07,Folktronica
1095,9:30 Club,Cartel,Sunday,3/18/07,Alternative/Indie
1096,9:30 Club,Daughtry,Thursday,5/24/07,Rock
1097,9:30 Club,Patti Smith,Friday,12/28/07,Punk rock
1098,9:30 Club,The Roots,Saturday,9/29/07,Rap/Hip Hop
1099,9:30 Club,Slayer,Tuesday,2/20/07,Heavy metal
1100,9:30 Club,Jonathan Richman,Friday,2/9/07,Rock
1101,9:30 Club,Xavier Rudd,Saturday,7/28/07,Folk
1102,9:30 Club,The Fall of Troy,Monday,6/4/07,Mathcore
1103,9:30 Club,Big Head Todd,Saturday,2/3/07,Rock
1104,9:30 Club,Meshell Ndegeocello,Thursday,5/3/07,Funk
1105,9:30 Club,Martin Sexton,Saturday,5/26/07,Americana
1106,9:30 Club,Apes,Friday,11/9/07,Electronica/Dance
1107,9:30 Club,Paul van Dyk,Thursday,6/14/07,Trance
1108,9:30 Club,MuteMath,Thursday,3/22/07,Alternative rock
1109,9:30 Club,MuteMath,Monday,3/19/07,Alternative rock
1110,9:30 Club,Skinny Puppy,Monday,6/11/07,Industrial
1111,9:30 Club,Immortal Technique,Tuesday,7/31/07,East Coast hip hop
1112,9:30 Club,El-P,Friday,6/8/07,Rap/Hip Hop
1113,9:30 Club,The Pipettes,Wednesday,10/10/07,Indie pop
1114,9:30 Club,Korn,Monday,11/19/07,Rock
1115,9:30 Club,Wilco,Tuesday,2/26/08,Alternative rock
1116,9:30 Club,of Montreal,Thursday,10/9/08,Psychedelic
1117,9:30 Club,Spiritualized,Friday,7/25/08,Space rock
1118,9:30 Club,Mogwai,Wednesday,9/17/08,Post-rock
1119,9:30 Club,Built to Spill,Tuesday,9/23/08,Indie Rock
1120,9:30 Club,Editors,Tuesday,1/15/08,Alternative/Indie
1121,9:30 Club,Hot Chip,Friday,4/11/08,Indietronica
1122,9:30 Club,The Ting Tings,Tuesday,7/22/08,Indie pop
1123,9:30 Club,The Dandy Warhols,Monday,9/22/08,Alternative rock
1124,9:30 Club,Colin Meloy,Sunday,4/13/08,Indie Rock
1125,9:30 Club,The Breeders,Wednesday,6/11/08,Alternative rock
1126,9:30 Club,The New Pornographers,Monday,4/14/08,Indie Rock
1127,9:30 Club,DeVotchKa,Friday,5/16/08,Gypsy punk
1128,9:30 Club,Hot Chip,Wednesday,10/8/08,Indietronica
1129,9:30 Club,Stereolab,Tuesday,9/30/08,Avant-pop
1130,9:30 Club,Battles,Saturday,6/14/08,Alternative/Indie
1131,9:30 Club,Lupe Fiasco,Wednesday,1/30/08,Rap/Hip Hop
1132,9:30 Club,Girl Talk,Friday,10/10/08,Electronica/Dance
1133,9:30 Club,Wilco,Wednesday,2/27/08,Alternative rock
1134,9:30 Club,Rjd2,Thursday,5/1/08,Rap/Hip Hop
1135,9:30 Club,The Mountain Goats,Thursday,11/6/08,Indie folk
1136,9:30 Club,They Might Be Giants,Friday,11/28/08,Rock
1137,9:30 Club,CSS,Saturday,12/20/08,Alternative/Indie
1138,9:30 Club,Anberlin,Sunday,11/2/08,Alternative rock
1139,9:30 Club,Nick Cave and The Bad Seeds,Sunday,10/5/08,Alternative rock
1140,9:30 Club,DJ Shadow,Wednesday,7/16/08,Rap/Hip Hop
1141,9:30 Club,Nada Surf,Friday,12/5/08,Alternative rock
1142,9:30 Club,Boredoms,Thursday,4/3/08,Experimental rock
1143,9:30 Club,The Hives,Saturday,3/8/08,Garage rock
1144,9:30 Club,Drive-By Truckers,Friday,5/9/08,Alternative rock
1145,9:30 Club,Umphrey's McGee,Saturday,11/22/08,Rock
1146,9:30 Club,Yelle,Monday,10/13/08,Electronica/Dance
1147,9:30 Club,Amanda Palmer,Tuesday,11/18/08,Alternative rock
1148,9:30 Club,Sondre Lerche,Monday,11/24/08,Pop
1149,9:30 Club,The Notwist,Wednesday,10/15/08,Indie Rock
1150,9:30 Club,The Sisters Of Mercy,Wednesday,11/5/08,Gothic rock
1151,9:30 Club,Jamie Lidell,Thursday,6/12/08,Soul
1152,9:30 Club,The Residents,Tuesday,10/7/08,Alternative/Indie
1153,9:30 Club,Liz Phair,Thursday,8/28/08,Alternative rock
1154,9:30 Club,Crowded House,Friday,5/2/08,Rock
1155,9:30 Club,The Faint,Saturday,8/16/08,Indie Rock
1156,9:30 Club,Cute Is What We Aim For,Tuesday,7/1/08,Emo
1157,9:30 Club,Gnarls Barkley,Tuesday,8/5/08,Soul
1158,9:30 Club,Jack's Mannequin,Thursday,11/20/08,Alternative rock
1159,9:30 Club,Relient K,Tuesday,10/21/08,Alternative rock
1160,9:30 Club,Blonde Redhead,Wednesday,1/16/08,Alternative rock
1161,9:30 Club,Gwar,Sunday,12/14/08,Heavy metal
1162,9:30 Club,The Hold Steady,Thursday,8/14/08,Alternative/Indie
1163,9:30 Club,Kid Koala,Thursday,1/24/08,Turntablism
1164,9:30 Club,Minus the Bear,Wednesday,10/22/08,Indie Rock
1165,9:30 Club,2 Skinnee J's,Wednesday,8/6/08,Nerdcore hip hopRap rockAlternative rock
1166,9:30 Club,The Black Keys,Monday,5/12/08,Garage rock
1167,9:30 Club,The Black Keys,Tuesday,5/13/08,Garage rock
1168,9:30 Club,Joe Jackson,Thursday,4/10/08,Pop
1169,9:30 Club,Blind Melon,Monday,3/3/08,Alternative rock
1170,9:30 Club,Morcheeba,Monday,3/24/08,Trip hop
1171,9:30 Club,Ladytron,Saturday,6/28/08,Synthpop
1172,9:30 Club,Swervedriver,Sunday,6/8/08,Alternative rock
1173,9:30 Club,Aimee Mann,Saturday,8/2/08,Rock
1174,9:30 Club,Paul Weller,Saturday,9/13/08,Punk rock
1175,9:30 Club,MGMT,Monday,7/28/08,Alternative/Indie
1176,9:30 Club,James,Thursday,9/18/08,Rock
1177,9:30 Club,Umphrey's McGee,Friday,11/21/08,Rock
1178,9:30 Club,Good Charlotte,Tuesday,8/19/08,Pop punk
1179,9:30 Club,STS9,Saturday,11/15/08,Livetronica
1180,9:30 Club,Calexico,Thursday,11/13/08,Alternative/Indie
1181,9:30 Club,Ghostland Observatory,Saturday,12/13/08,Electronic rock
1182,9:30 Club,Saul Williams,Monday,4/7/08,{{ Hip hop
1183,9:30 Club,The English Beat,Saturday,3/1/08,New wave
1184,9:30 Club,Little Feat,Friday,10/17/08,Southern rock
1185,9:30 Club,Chromeo,Saturday,10/4/08,Electro funk
1186,9:30 Club,Sia,Friday,3/7/08,Pop
1187,9:30 Club,Slightly Stoopid,Thursday,10/30/08,Psychedelic rock
1188,9:30 Club,Slightly Stoopid,Wednesday,10/29/08,Psychedelic rock
1189,9:30 Club,Thievery Corporation,Saturday,9/20/08,Downtempo
1190,9:30 Club,Cobra Starship,Tuesday,3/4/08,Dance-pop
1191,9:30 Club,Mike Doughty's Band,Saturday,4/5/08,Alternative rock
1192,9:30 Club,Kate Nash,Thursday,4/17/08,Indie pop
1193,9:30 Club,Super Furry Animals,Sunday,1/27/08,Alternative rock
1194,9:30 Club,Grace Potter,Saturday,12/6/08,Rock
1195,9:30 Club,Rilo Kiley,Friday,6/6/08,Indie Rock
1196,9:30 Club,Conor Oberst & The Mystic Valley Band,Monday,11/10/08,AmericanaAlternative Country
1197,9:30 Club,Rachael Yamagata,Tuesday,10/28/08,Adult alternativeIndie
1198,9:30 Club,She Wants Revenge,Friday,5/30/08,Post-punk revival
1199,9:30 Club,Angels And Airwaves,Sunday,2/10/08,Alternative rock
1200,9:30 Club,The Pogues,Monday,3/10/08,Celtic punk
1201,9:30 Club,Ghostland Observatory,Saturday,3/29/08,Electronic rock
1202,9:30 Club,Gavin DeGraw,Friday,2/29/08,Blue-eyed soul
1203,9:30 Club,All That Remains,Thursday,3/6/08,Rock
1204,9:30 Club,Drive-By Truckers,Saturday,5/10/08,Alternative rock
1205,9:30 Club,The New Pornographers,Tuesday,4/15/08,Indie Rock
1206,9:30 Club,Son Volt,Friday,4/25/08,Alternative country
1207,9:30 Club,Apocalyptica,Wednesday,5/7/08,Cello metal
1208,9:30 Club,The B-52's,Saturday,4/26/08,New wave
1209,9:30 Club,Rhett Miller,Tuesday,7/29/08,Alternative countryRock
1210,9:30 Club,Yaz,Wednesday,7/30/08,Rock
1211,9:30 Club,Tantric,Friday,8/1/08,Rock
1212,9:30 Club,Stereophonics,Thursday,9/11/08,Alternative rock
1213,9:30 Club,Galactic,Sunday,10/12/08,Alternative/Indie
1214,9:30 Club,Billy Bragg,Monday,10/27/08,Alternative/Indie
1215,9:30 Club,Old Crow Medicine Show,Friday,9/19/08,Old-time
1216,9:30 Club,The Cult,Tuesday,9/9/08,Hard rock
1217,9:30 Club,The Black Crowes,Saturday,10/25/08,Southern rock
1218,9:30 Club,STS9,Sunday,11/16/08,Livetronica
1219,9:30 Club,Amos Lee,Monday,11/3/08,Soul
1220,9:30 Club,Vampire Weekend,Monday,12/1/08,Indie pop
1221,9:30 Club,Vampire Weekend,Tuesday,12/2/08,Indie pop
1222,9:30 Club,Clutch,Monday,12/29/08,Rock
1223,9:30 Club,Soulive,Sunday,12/28/08,Soul jazz
1224,9:30 Club,Shinedown,Friday,12/12/08,Hard rock
1225,9:30 Club,Ray Davies,Monday,12/8/08,Rock
1226,9:30 Club,Yazoo,Sunday,7/20/08,Pop
1227,9:30 Club,Augustana,Thursday,5/22/08,Rock
1228,9:30 Club,Dub Trio,Tuesday,11/4/08,Rock
1229,9:30 Club,Butthole Surfers,Thursday,6/26/08,Experimental rock
1230,9:30 Club,Live,Thursday,3/13/08,Rock
1231,9:30 Club,Eagles of Death Metal,Tuesday,11/18/08,Hard rock
1232,9:30 Club,MSTRKRFT,Sunday,6/1/08,Dance-punk
1233,9:30 Club,State Radio,Friday,12/26/08,Alternative rock
1234,9:30 Club,Tittsworth,Saturday,1/5/08,House
1235,9:30 Club,Rogue Wave,Wednesday,4/16/08,Alternative/Indie
1236,9:30 Club,Q-Tip,Sunday,11/30/08,Rap/Hip Hop
1237,9:30 Club,Bob Mould,Saturday,3/15/08,Punk rock
1238,9:30 Club,Mason Jennings,Wednesday,10/1/08,Indie folk
1239,9:30 Club,The Kooks,Monday,9/8/08,Pop rock
1240,9:30 Club,Puddle of Mudd,Monday,2/25/08,Post-grunge
1241,9:30 Club,Delerium,Wednesday,10/1/08,Electronic
1242,9:30 Club,The Presidents of The United States of America,Tuesday,3/25/08,Rock
1243,9:30 Club,Amp Fiddler,Saturday,3/22/08,Soul/R&B
1244,9:30 Club,Nick Cave,Monday,10/6/08,Post-punk
1245,9:30 Club,Deerhoof,Sunday,10/26/08,Indie Rock
1246,9:30 Club,Colbie Caillat,Tuesday,12/16/08,Pop
1247,9:30 Club,Shiny Toy Guns,Tuesday,11/25/08,Indie Rock
1248,9:30 Club,Aesop Rock,Wednesday,8/20/08,Rap/Hip Hop
1249,9:30 Club,MSTRKRFT,Saturday,5/31/08,Dance-punk
1250,9:30 Club,Nada Surf,Saturday,4/12/08,Alternative rock
1251,9:30 Club,Silverstein,Sunday,2/24/08,Rock
1252,9:30 Club,Del the Funky Homosapien,Sunday,3/23/08,Rap/Hip Hop
1253,9:30 Club,Dimmu Borgir,Sunday,4/27/08,Symphonic black metal
1254,9:30 Club,Carbon/Silicon,Sunday,4/6/08,Punk rock
1255,9:30 Club,As I Lay Dying,Monday,1/28/08,Rock
1256,9:30 Club,Chrisette Michele,Thursday,2/21/08,Soul/R&B
1257,9:30 Club,Pete Francis,Tuesday,3/11/08,Folk rock
1258,9:30 Club,Sara Bareilles,Monday,4/28/08,Pop
1259,9:30 Club,BoDeans,Wednesday,4/2/08,Heartland rockAlternative rock
1260,9:30 Club,The Gutter Twins,Thursday,3/20/08,Alternative rock
1261,9:30 Club,Atmosphere,Tuesday,4/29/08,Rap/Hip Hop
1262,9:30 Club,The Kooks,Saturday,6/7/08,Pop rock
1263,9:30 Club,Gil Scott-Heron,Saturday,4/19/08,Jazz
1264,9:30 Club,Beto Cuevas,Sunday,5/18/08,Pop rock
1265,9:30 Club,SOJA,Thursday,6/5/08,Reggae
1266,9:30 Club,Detroit Cobras,Wednesday,5/21/08,Garage rock
1267,9:30 Club,Midnight Juggernauts,Tuesday,5/6/08,Alternative dance
1268,9:30 Club,Apes,Friday,6/27/08,Electronica/Dance
1269,9:30 Club,Steel Pulse,Friday,7/11/08,Reggae/Ska
1270,9:30 Club,Alejandro Escovedo,Saturday,7/12/08,Alternative rock
1271,9:30 Club,Brazilian Girls,Saturday,7/12/08,Alternative dance
1272,9:30 Club,Cold War Kids,Saturday,10/18/08,Indie Rock
1273,9:30 Club,Boy George,Wednesday,7/30/08,New wave
1274,9:30 Club,Rusted Root,Monday,9/29/08,Roots rock
1275,9:30 Club,Flobots,Sunday,8/3/08,Alternative hip hop
1276,9:30 Club,Dawn Landes,Tuesday,9/2/08,Folk
1277,9:30 Club,Kassav',Thursday,7/24/08,World
1278,9:30 Club,Dave Stewart,Sunday,9/21/08,Rock
1279,9:30 Club,Old Crow Medicine Show,Saturday,9/20/08,Old-time
1280,9:30 Club,Chuck Brown,Saturday,8/30/08,Go-go
1281,9:30 Club,Apocalyptica,Sunday,9/28/08,Cello metal
1282,9:30 Club,Hot Buttered Rum,Friday,11/7/08,Folk
1283,9:30 Club,Dark Star Orchestra,Saturday,11/8/08,Rock
1284,9:30 Club,Martha Wainwright,Wednesday,9/10/08,Folk
1285,9:30 Club,The Rocket Summer,Thursday,10/2/08,Alternative rock
1286,9:30 Club,Donavon Frankenreiter,Sunday,10/19/08,Soft rock
1287,9:30 Club,All Time Low,Monday,10/13/08,Pop punk]
1288,9:30 Club,Secret Machines,Thursday,10/16/08,Alternative rock
1289,9:30 Club,Dr. Dog,Wednesday,12/3/08,Neo-psychedelia
1290,9:30 Club,Erasure,Tuesday,10/14/08,Synthpop
1291,9:30 Club,The Decemberists,Sunday,4/13/08,Indie Rock
1292,9:30 Club,All Time Low,Sunday,2/24/08,Pop punk]
1293,9:30 Club,Corb Lund,Wednesday,11/12/08,CountryFolkBluegrassIndieWestern
1294,9:30 Club,Vandaveer,Saturday,7/12/08,Indie folk
1295,9:30 Club,Grace Potter,Saturday,2/16/08,Rock
1296,9:30 Club,Indigo Girls,Friday,11/14/08,Folk rock
1297,9:30 Club,The Briggs,Wednesday,4/30/08,Celtic punk
1298,9:30 Club,Johnathan Rice,Wednesday,3/5/08,Pop
1299,9:30 Club,Iced Earth,Thursday,9/25/08,Heavy metal
1300,9:30 Club,Killswitch Engage,Thursday,1/10/08,Metalcore
1301,9:30 Club,Nonpoint,Thursday,5/29/08,Nu metal
1302,9:30 Club,Talib Kweli,Monday,10/20/08,Rap/Hip Hop
1303,9:30 Club,Wildcard,Sunday,3/16/08,Rap/Hip Hop
1304,9:30 Club,Jason Miles,Tuesday,4/8/08,Jazz
1305,9:30 Club,Deal's Gone Bad,Friday,10/31/08,Reggae
1306,9:30 Club,The Black Crowes,Friday,10/24/08,Southern rock
1307,9:30 Club,The Black Crowes,Thursday,10/23/08,Southern rock
1308,9:30 Club,Amp Fiddler,Saturday,3/22/08,Soul/R&B
1309,9:30 Club,Bloc Party,Sunday,3/22/09,Indie Rock
1310,9:30 Club,Cut Copy,Monday,3/23/09,Synth-pop
1311,9:30 Club,Yeah Yeah Yeahs,Friday,9/25/09,Garage punk
1312,9:30 Club,Reel Big Fish,Sunday,1/25/09,Ska punk
1313,9:30 Club,Grizzly Bear,Monday,6/1/09,Alternative/Indie
1314,9:30 Club,Andrew Bird,Wednesday,10/28/09,Indie Rock
1315,9:30 Club,Animal Collective,Monday,5/11/09,Experimental pop
1316,9:30 Club,The Bravery,Sunday,10/11/09,Post-punk revival
1317,9:30 Club,Arctic Monkeys,Tuesday,12/8/09,Indie Rock
1318,9:30 Club,Elbow,Tuesday,8/4/09,Alternative/Indie
1319,9:30 Club,Opeth,Wednesday,5/27/09,Progressive death metal
1320,9:30 Club,Sonic Youth,Monday,7/6/09,Noise rock
1321,9:30 Club,Adele,Saturday,1/17/09,Pop
1322,9:30 Club,M. Ward,Thursday,7/30/09,Indie folk
1323,9:30 Club,The Mountain Goats,Friday,11/27/09,Indie folk
1324,9:30 Club,Josh Ritter,Tuesday,12/1/09,Folk
1325,9:30 Club,The Ting Tings,Friday,3/20/09,Indie pop
1326,9:30 Club,Lily Allen,Friday,4/17/09,Pop
1327,9:30 Club,Metric,Thursday,6/18/09,Alternative/Indie
1328,9:30 Club,Yo La Tengo,Thursday,9/17/09,Indie Rock
1329,9:30 Club,Mastodon,Tuesday,5/12/09,Rock
1330,9:30 Club,They Might Be Giants,Saturday,11/28/09,Rock
1331,9:30 Club,The Jesus Lizard,Thursday,11/19/09,Noise rock
1332,9:30 Club,Bat For Lashes,Saturday,8/15/09,Indie pop
1333,9:30 Club,Umphrey's McGee,Saturday,11/21/09,Rock
1334,9:30 Club,The Psychedelic Furs,Tuesday,10/6/09,Post-punk
1335,9:30 Club,The Walkmen,Tuesday,9/22/09,Indie Rock
1336,9:30 Club,Ladytron,Tuesday,4/14/09,Synthpop
1337,9:30 Club,Los Campesinos!,Wednesday,8/5/09,Twee pop (early)
1338,9:30 Club,Gogol Bordello,Friday,1/2/09,Gypsy punk
1339,9:30 Club,Gogol Bordello,Saturday,1/3/09,Gypsy punk
1340,9:30 Club,Beastie Boys,Monday,1/19/09,Rap/Hip Hop
1341,9:30 Club,Peter Bjorn and John,Saturday,5/2/09,Indie pop
1342,9:30 Club,Primal Scream,Friday,3/27/09,Alternative rock
1343,9:30 Club,The Kills,Thursday,4/30/09,Indie Rock
1344,9:30 Club,The National,Sunday,5/24/09,Alternative/Indie
1345,9:30 Club,Cake,Sunday,5/31/09,Rock
1346,9:30 Club,KMFDM,Wednesday,9/23/09,Industrial rock
1347,9:30 Club,Hanson,Tuesday,10/20/09,Pop
1348,9:30 Club,Devo,Sunday,11/15/09,New wave
1349,9:30 Club,Saosin,Friday,12/4/09,Post-hardcore
1350,9:30 Club,Moby,Sunday,1/18/09,Electronica
1351,9:30 Club,The Dead Weather,Tuesday,7/14/09,Blues rock
1352,9:30 Club,The Sounds,Monday,9/21/09,Indie Rock
1353,9:30 Club,Mogwai,Monday,8/3/09,Post-rock
1354,9:30 Club,Them Crooked Vultures,Wednesday,10/14/09,Hard rock
1355,9:30 Club,Modest Mouse,Friday,3/13/09,Indie Rock
1356,9:30 Club,Eye Alaska,Tuesday,7/28/09,Alternative rock
1357,9:30 Club,Ida Maria,Saturday,9/12/09,Punk rock
1358,9:30 Club,Brendan Benson,Wednesday,12/9/09,Rock
1359,9:30 Club,VNV Nation,Tuesday,7/21/09,Synthpop
1360,9:30 Club,Late of the Pier,Tuesday,4/7/09,Dance-punk
1361,9:30 Club,The Gaslight Anthem,Thursday,10/22/09,Punk rock
1362,9:30 Club,Wolfmother,Wednesday,11/4/09,Hard rock
1363,9:30 Club,Clutch,Monday,12/28/09,Rock
1364,9:30 Club,Devo,Monday,11/16/09,New wave
1365,9:30 Club,Andrew Bird,Tuesday,2/3/09,Indie Rock
1366,9:30 Club,The Pogues,Monday,3/16/09,Celtic punk
1367,9:30 Club,The Fray,Friday,1/16/09,Pop rock
1368,9:30 Club,The Presets,Wednesday,4/1/09,Electronica/Dance
1369,9:30 Club,Drive-By Truckers,Friday,2/20/09,Alternative rock
1370,9:30 Club,Drive-By Truckers,Saturday,2/21/09,Alternative rock
1371,9:30 Club,James Morrison,Thursday,2/5/09,Jazz
1372,9:30 Club,Mos Def,Monday,2/23/09,Rap/Hip Hop
1373,9:30 Club,Tindersticks,Thursday,3/5/09,Indie Rock
1374,9:30 Club,Travis,Thursday,4/23/09,Alternative/Indie
1375,9:30 Club,Ratatat,Thursday,4/16/09,Experimental rock
1376,9:30 Club,Lisa Hannigan,Sunday,3/8/09,Indie folk
1377,9:30 Club,Raphael Saadiq,Tuesday,3/24/09,R&B
1378,9:30 Club,The National,Monday,5/25/09,Alternative/Indie
1379,9:30 Club,The Shins,Thursday,5/14/09,IndieåÊrock
1380,9:30 Club,Fischerspooner,Sunday,5/10/09,Electronica
1381,9:30 Club,The Hold Steady,Sunday,6/7/09,Alternative/Indie
1382,9:30 Club,Peaches,Wednesday,6/17/09,Electronica/Dance
1383,9:30 Club,Fleet Foxes,Wednesday,7/29/09,Alternative/Indie
1384,9:30 Club,Alice In Chains,Friday,9/4/09,Rock
1385,9:30 Club,Guster,Thursday,10/29/09,Rock
1386,9:30 Club,Gossip,Wednesday,10/7/09,Alternative/Indie
1387,9:30 Club,Daniel Johnston,Tuesday,10/13/09,Rock
1388,9:30 Club,The Cult,Wednesday,9/9/09,Hard rock
1389,9:30 Club,The Roots,Wednesday,12/30/09,Rap/Hip Hop
1390,9:30 Club,Built to Spill,Saturday,10/17/09,Indie Rock
1391,9:30 Club,?uestlove,Saturday,4/25/09,World
1392,9:30 Club,Sonic Youth,Tuesday,7/7/09,Noise rock
1393,9:30 Club,The Feelies,Saturday,3/14/09,Post-punk
1394,9:30 Club,Devendra Banhart,Wednesday,11/25/09,Freak folk
1395,9:30 Club,Hank Williams III,Tuesday,6/30/09,Country
1396,9:30 Club,Ghostland Observatory,Friday,9/11/09,Electronic rock
1397,9:30 Club,Jimmy Eat World,Tuesday,2/24/09,Alternative rock
1398,9:30 Club,Dan Deacon,Sunday,5/17/09,Electronic
1399,9:30 Club,The Brian Jonestown Massacre,Monday,4/6/09,Psychedelic rock
1400,9:30 Club,Jenny Lewis,Thursday,6/11/09,Indie Rock
1401,9:30 Club,Lamb of God,Wednesday,11/11/09,Rock
1402,9:30 Club,Gwar,Thursday,12/10/09,Heavy metal
1403,9:30 Club,Raekwon,Tuesday,12/15/09,Rap/Hip Hop
1404,9:30 Club,Fujiya & Miyagi,Thursday,2/19/09,Electronic music
1405,9:30 Club,Robert Francis,Tuesday,11/17/09,New Age
1406,9:30 Club,3OH!3,Friday,4/24/09,Synth-pop
1407,9:30 Club,In Flames,Monday,10/5/09,Alternative metal
1408,9:30 Club,Simian Mobile Disco,Sunday,11/1/09,Electronica
1409,9:30 Club,Thievery Corporation,Thursday,1/29/09,Downtempo
1410,9:30 Club,Thievery Corporation,Tuesday,1/27/09,Downtempo
1411,9:30 Club,Cat Power,Sunday,2/8/09,Indie Rock
1412,9:30 Club,Jason Isbell,Sunday,3/1/09,Americana
1413,9:30 Club,Thievery Corporation,Friday,1/30/09,Downtempo
1414,9:30 Club,The Bad Plus,Thursday,3/26/09,Jazz
1415,9:30 Club,Balkan Beat Box,Tuesday,3/31/09,Gypsy punk
1416,9:30 Club,Chris Cornell,Sunday,4/5/09,Pop
1417,9:30 Club,Better Than Ezra,Tuesday,6/16/09,Alternative rock
1418,9:30 Club,The Disco Biscuits,Monday,4/20/09,Trance fusion
1419,9:30 Club,Gavin Rossdale,Sunday,5/3/09,Rock
1420,9:30 Club,Meese,Monday,8/17/09,Rock
1421,9:30 Club,The Weakerthans,Saturday,9/19/09,Indie Rock
1422,9:30 Club,Guster,Friday,10/30/09,Rock
1423,9:30 Club,The Swell Season,Monday,11/9/09,Indie folk
1424,9:30 Club,The Disco Biscuits,Friday,10/2/09,Trance fusion
1425,9:30 Club,Train,Sunday,11/8/09,Pop
1426,9:30 Club,The Disco Biscuits,Saturday,10/3/09,Trance fusion
1427,9:30 Club,Umphrey's McGee,Friday,11/20/09,Rock
1428,9:30 Club,Son Volt,Tuesday,9/15/09,Alternative country
1429,9:30 Club,The Infamous Stringdusters,Friday,12/11/09,Bluegrass
