,venue,headliner,weekday,date,main_genre
1796,9:30 Club,DeVotchKa,Tuesday,3/22/11,rock
1794,9:30 Club,Three Days Grace,Tuesday,4/12/11,rock
1793,9:30 Club,Dr. Dog,Friday,1/28/11,rock
1792,9:30 Club,Drive-By Truckers,Thursday,12/29/11,rock
1791,9:30 Club,Mat Kearney,Sunday,10/23/11,rock
1790,9:30 Club,Beady Eye,Thursday,12/8/11,rock
1787,9:30 Club,The Cars,Monday,5/23/11,rock
1785,9:30 Club,Cake,Saturday,4/16/11,rock
1784,9:30 Club,Jimmy Eat World,Sunday,2/13/11,rock
1783,9:30 Club,Rise Against,Tuesday,4/26/11,rock
1781,9:30 Club,Cake,Friday,4/15/11,rock
1780,9:30 Club,Coheed and Cambria,Wednesday,4/20/11,rock
1779,9:30 Club,The Dismemberment Plan,Sunday,1/23/11,rock
1778,9:30 Club,Dinosaur Jr.,Saturday,6/25/11,rock
1777,9:30 Club,Streetlight Manifesto,Sunday,3/13/11,rock
1776,9:30 Club,Dr. Dog,Saturday,1/29/11,rock
1775,9:30 Club,Taking Back Sunday,Saturday,10/22/11,rock
1773,9:30 Club,Pete Yorn,Monday,3/14/11,rock
1768,9:30 Club,As I Lay Dying,Sunday,12/4/11,rock
1767,9:30 Club,Mastodon,Sunday,11/27/11,rock
1766,9:30 Club,Ra Ra Riot,Wednesday,10/26/11,rock
1765,9:30 Club,The Kills,Sunday,4/24/11,rock
1764,9:30 Club,All Time Low,Monday,3/28/11,rock
1763,9:30 Club,Matt Nathanson,Tuesday,9/27/11,rock
1760,9:30 Club,State Radio,Friday,11/25/11,rock
1759,9:30 Club,Clap Your Hands Say Yeah,Saturday,9/17/11,rock
1758,9:30 Club,Streetlight Manifesto,Sunday,7/31/11,rock
1757,9:30 Club,My Chemical Romance,Tuesday,5/10/11,rock
1754,9:30 Club,Pepper,Tuesday,9/20/11,rock
1753,9:30 Club,Minus the Bear,Wednesday,10/19/11,rock
1751,9:30 Club,The Airborne Toxic Event,Tuesday,11/22/11,rock
1750,9:30 Club,Panic! At the Disco,Monday,10/31/11,rock
1748,9:30 Club,Death Cab for Cutie,Friday,6/3/11,rock
1747,9:30 Club,Bullet for My Valentine,Tuesday,5/24/11,rock
1742,9:30 Club,Mogwai,Thursday,9/29/11,rock
1741,9:30 Club,Friendly Fires,Thursday,5/26/11,rock
1740,9:30 Club,Cold War Kids,Tuesday,11/8/11,rock
1733,9:30 Club,Portugal. The Man,Tuesday,10/25/11,rock
1726,9:30 Club,Cold War Kids,Saturday,3/26/11,rock
1725,9:30 Club,Band of Horses,Sunday,12/11/11,rock
1722,9:30 Club,Godspeed You! Black Emperor,Sunday,3/20/11,rock
1719,9:30 Club,Cold War Kids,Monday,11/7/11,rock
1717,9:30 Club,The Kooks,Sunday,11/20/11,rock
1716,9:30 Club,They Might Be Giants,Saturday,11/26/11,rock
1713,9:30 Club,Ghostland Observatory,Thursday,9/8/11,rock
1711,9:30 Club,The Wombats,Friday,10/21/11,rock
1707,9:30 Club,Smashing Pumpkins,Monday,10/17/11,rock
1706,9:30 Club,Arctic Monkeys,Tuesday,5/17/11,rock
1705,9:30 Club,Beach House,Saturday,2/26/11,rock
1699,9:30 Club,Grace Potter,Saturday,6/5/10,rock
1698,9:30 Club,Dark Star Orchestra,Saturday,9/18/10,rock
1693,9:30 Club,Big Head Todd & The Monsters,Thursday,9/23/10,rock
1692,9:30 Club,The Saw Doctors,Thursday,8/12/10,rock
1688,9:30 Club,Iced Earth,Friday,9/10/10,rock
1684,9:30 Club,Public Image Ltd.,Wednesday,5/12/10,rock
1683,9:30 Club,Citizen Cope,Saturday,5/1/10,rock
1676,9:30 Club,Needtobreathe,Friday,4/9/10,rock
1673,9:30 Club,Tea Leaf Green,Saturday,1/30/10,rock
1672,9:30 Club,Cowboy Mouth,Friday,1/29/10,rock
1667,9:30 Club,The Cribs,Tuesday,1/19/10,rock
1666,9:30 Club,Apocalyptica,Tuesday,12/7/10,rock
1665,9:30 Club,Cornershop,Saturday,11/20/10,rock
1664,9:30 Club,The Sword,Wednesday,10/20/10,rock
1662,9:30 Club,Cage the Elephant,Thursday,2/25/10,rock
1660,9:30 Club,King Giant,Saturday,7/31/10,rock
1657,9:30 Club,State Radio,Saturday,2/27/10,rock
1656,9:30 Club,Ozomatli,Monday,4/26/10,rock
1653,9:30 Club,Suicidal Tendencies,Friday,11/12/10,rock
1652,9:30 Club,Southern Culture On The Skids,Saturday,10/9/10,rock
1651,9:30 Club,Richard Thompson,Tuesday,10/19/10,rock
1646,9:30 Club,Angels And Airwaves,Thursday,5/6/10,rock
1645,9:30 Club,Steel Panther,Wednesday,4/7/10,rock
1644,9:30 Club,Trey Anastasio,Sunday,2/7/10,rock
1642,9:30 Club,Gogol Bordello,Sunday,1/3/10,rock
1639,9:30 Club,Motion City Soundtrack,Wednesday,4/28/10,rock
1633,9:30 Club,Blue October,Sunday,4/11/10,rock
1630,9:30 Club,Jack's Mannequin,Thursday,3/4/10,rock
1628,9:30 Club,Wild Nothing,Wednesday,9/29/10,rock
1627,9:30 Club,Steel Train,Thursday,12/2/10,rock
1625,9:30 Club,Needtobreathe,Thursday,11/4/10,rock
1624,9:30 Club,Perpetual Groove,Wednesday,9/22/10,rock
1623,9:30 Club,Drive-By Truckers,Friday,7/23/10,rock
1622,9:30 Club,The Black Crowes,Sunday,11/14/10,rock
1620,9:30 Club,Trey Anastasio,Tuesday,2/9/10,rock
1616,9:30 Club,Built to Spill,Friday,10/8/10,rock
1614,9:30 Club,Ezra Furman,Saturday,7/3/10,rock
1610,9:30 Club,The Sword,Monday,12/6/10,rock
1608,9:30 Club,Pepper,Friday,10/15/10,rock
1606,9:30 Club,Blonde Redhead,Sunday,10/31/10,rock
1605,9:30 Club,The Mighty Mighty Bosstones,Saturday,8/21/10,rock
1597,9:30 Club,Umphrey's McGee,Saturday,11/6/10,rock
1596,9:30 Club,The Posies,Wednesday,11/17/10,rock
1594,9:30 Club,Klaxons,Tuesday,9/21/10,rock
1593,9:30 Club,Citizen Cope,Friday,4/30/10,rock
1592,9:30 Club,Anvil,Saturday,3/20/10,rock
1591,9:30 Club,Megadeth,Monday,3/15/10,rock
1590,9:30 Club,The Used,Wednesday,2/17/10,rock
1588,9:30 Club,Gogol Bordello,Saturday,1/2/10,rock
1587,9:30 Club,Liz Phair,Friday,12/17/10,rock
1585,9:30 Club,Better Than Ezra,Wednesday,12/8/10,rock
1583,9:30 Club,Balkan Beat Box,Friday,3/12/10,rock
1582,9:30 Club,Peter Hook & The Light,Wednesday,12/1/10,rock
1581,9:30 Club,Matt Pond PA,Saturday,6/26/10,rock
1578,9:30 Club,Umphrey's McGee,Friday,11/5/10,rock
1574,9:30 Club,Miyavi,Tuesday,6/29/10,rock
1573,9:30 Club,Ben Folds,Friday,3/26/10,rock
1571,9:30 Club,Jack's Mannequin,Wednesday,3/3/10,rock
1569,9:30 Club,Ted Leo and The Pharmacists,Thursday,4/8/10,rock
1567,9:30 Club,Coheed and Cambria,Thursday,5/27/10,rock
1563,9:30 Club,Menomena,Wednesday,10/6/10,rock
1558,9:30 Club,Deerhunter,Tuesday,10/12/10,rock
1557,9:30 Club,OK Go,Wednesday,5/5/10,rock
1556,9:30 Club,The Brian Jonestown Massacre,Wednesday,6/9/10,rock
1554,9:30 Club,Bullet for My Valentine,Saturday,9/25/10,rock
1551,9:30 Club,Something Corporate,Tuesday,8/10/10,rock
1549,9:30 Club,Gogol Bordello,Thursday,12/30/10,rock
1548,9:30 Club,Gogol Bordello,Friday,12/31/10,rock
1546,9:30 Club,Teenage Fanclub,Saturday,10/2/10,rock
1545,9:30 Club,The New Pornographers,Sunday,10/17/10,rock
1543,9:30 Club,Gwar,Wednesday,12/29/10,rock
1540,9:30 Club,Superchunk,Friday,9/17/10,rock
1539,9:30 Club,Something Corporate,Wednesday,8/11/10,rock
1538,9:30 Club,Coheed and Cambria,Friday,5/28/10,rock
1536,9:30 Club,Jakob Dylan,Friday,4/23/10,rock
1527,9:30 Club,Grinderman,Tuesday,11/16/10,rock
1526,9:30 Club,Isis,Wednesday,6/16/10,rock
1522,9:30 Club,Ghostland Observatory,Saturday,12/18/10,rock
1521,9:30 Club,Miike Snow,Wednesday,3/24/10,rock
1519,9:30 Club,Guided By Voices,Thursday,10/21/10,rock
1517,9:30 Club,Frightened Rabbit,Monday,11/1/10,rock
1515,9:30 Club,Local Natives,Thursday,10/28/10,rock
1513,9:30 Club,The Walkmen,Friday,12/3/10,rock
1512,9:30 Club,The Dead Weather,Tuesday,7/13/10,rock
1511,9:30 Club,Ra Ra Riot,Friday,11/5/10,rock
1509,9:30 Club,Ratatat,Thursday,10/7/10,rock
1506,9:30 Club,Daryl Hall & John Oates,Wednesday,10/21/09,rock
1505,9:30 Club,El Vez,Thursday,12/3/09,rock
1504,9:30 Club,The Presidents of The United States of America,Sunday,4/26/09,rock
1498,9:30 Club,Shinedown,Wednesday,12/2/09,rock
1497,9:30 Club,Emilie Autumn,Monday,11/30/09,rock
1496,9:30 Club,Pete Yorn,Monday,7/20/09,rock
1495,9:30 Club,New York Dolls,Friday,6/19/09,rock
1493,9:30 Club,Switchfoot,Sunday,12/13/09,rock
1490,9:30 Club,Ha Ha Tonka,Sunday,12/6/09,rock
1489,9:30 Club,The Tragically Hip,Monday,10/19/09,rock
1485,9:30 Club,All Time Low,Sunday,10/18/09,rock
1484,9:30 Club,Mat Kearney,Thursday,9/24/09,rock
1483,9:30 Club,The Get Up Kids,Tuesday,11/3/09,rock
1482,9:30 Club,Bob Mould,Saturday,10/10/09,rock
1481,9:30 Club,Ra Ra Riot,Thursday,10/1/09,rock
1473,9:30 Club,Blue October,Monday,4/27/09,rock
1464,9:30 Club,Butch Walker,Saturday,3/21/09,rock
1463,9:30 Club,Ozomatli,Thursday,3/12/09,rock
1460,9:30 Club,Superdrag,Friday,4/3/09,rock
1452,9:30 Club,Big Head Todd & The Monsters,Friday,2/6/09,rock
1450,9:30 Club,Rob Zombie,Saturday,12/5/09,rock
1448,9:30 Club,Sunny Day Real Estate,Wednesday,9/30/09,rock
1447,9:30 Club,Paolo Nutini,Thursday,7/23/09,rock
1446,9:30 Club,Dan Auerbach,Saturday,2/28/09,rock
1444,9:30 Club,Ben Kweller,Thursday,2/26/09,rock
1442,9:30 Club,Cake,Saturday,5/30/09,rock
1441,9:30 Club,The Raveonettes,Friday,10/16/09,rock
1435,9:30 Club,Dark Star Orchestra,Saturday,11/14/09,rock
1431,9:30 Club,The Wallflowers,Thursday,9/3/09,rock
1427,9:30 Club,Umphrey's McGee,Friday,11/20/09,rock
1422,9:30 Club,Guster,Friday,10/30/09,rock
1421,9:30 Club,The Weakerthans,Saturday,9/19/09,rock
1420,9:30 Club,Meese,Monday,8/17/09,rock
1419,9:30 Club,Gavin Rossdale,Sunday,5/3/09,rock
1417,9:30 Club,Better Than Ezra,Tuesday,6/16/09,rock
1415,9:30 Club,Balkan Beat Box,Tuesday,3/31/09,rock
1411,9:30 Club,Cat Power,Sunday,2/8/09,rock
1407,9:30 Club,In Flames,Monday,10/5/09,rock
1402,9:30 Club,Gwar,Thursday,12/10/09,rock
1401,9:30 Club,Lamb of God,Wednesday,11/11/09,rock
1400,9:30 Club,Jenny Lewis,Thursday,6/11/09,rock
1399,9:30 Club,The Brian Jonestown Massacre,Monday,4/6/09,rock
1397,9:30 Club,Jimmy Eat World,Tuesday,2/24/09,rock
1396,9:30 Club,Ghostland Observatory,Friday,9/11/09,rock
1393,9:30 Club,The Feelies,Saturday,3/14/09,rock
1392,9:30 Club,Sonic Youth,Tuesday,7/7/09,rock
1390,9:30 Club,Built to Spill,Saturday,10/17/09,rock
1388,9:30 Club,The Cult,Wednesday,9/9/09,rock
1387,9:30 Club,Daniel Johnston,Tuesday,10/13/09,rock
1385,9:30 Club,Guster,Thursday,10/29/09,rock
1384,9:30 Club,Alice In Chains,Friday,9/4/09,rock
1375,9:30 Club,Ratatat,Thursday,4/16/09,rock
1373,9:30 Club,Tindersticks,Thursday,3/5/09,rock
1370,9:30 Club,Drive-By Truckers,Saturday,2/21/09,rock
1369,9:30 Club,Drive-By Truckers,Friday,2/20/09,rock
1367,9:30 Club,The Fray,Friday,1/16/09,rock
1365,9:30 Club,Andrew Bird,Tuesday,2/3/09,rock
1363,9:30 Club,Clutch,Monday,12/28/09,rock
1362,9:30 Club,Wolfmother,Wednesday,11/4/09,rock
1361,9:30 Club,The Gaslight Anthem,Thursday,10/22/09,rock
1360,9:30 Club,Late of the Pier,Tuesday,4/7/09,rock
1358,9:30 Club,Brendan Benson,Wednesday,12/9/09,rock
1357,9:30 Club,Ida Maria,Saturday,9/12/09,rock
1356,9:30 Club,Eye Alaska,Tuesday,7/28/09,rock
1355,9:30 Club,Modest Mouse,Friday,3/13/09,rock
1354,9:30 Club,Them Crooked Vultures,Wednesday,10/14/09,rock
1353,9:30 Club,Mogwai,Monday,8/3/09,rock
1352,9:30 Club,The Sounds,Monday,9/21/09,rock
1351,9:30 Club,The Dead Weather,Tuesday,7/14/09,rock
1349,9:30 Club,Saosin,Friday,12/4/09,rock
1346,9:30 Club,KMFDM,Wednesday,9/23/09,rock
1345,9:30 Club,Cake,Sunday,5/31/09,rock
1343,9:30 Club,The Kills,Thursday,4/30/09,rock
1342,9:30 Club,Primal Scream,Friday,3/27/09,rock
1339,9:30 Club,Gogol Bordello,Saturday,1/3/09,rock
1338,9:30 Club,Gogol Bordello,Friday,1/2/09,rock
1335,9:30 Club,The Walkmen,Tuesday,9/22/09,rock
1334,9:30 Club,The Psychedelic Furs,Tuesday,10/6/09,rock
1333,9:30 Club,Umphrey's McGee,Saturday,11/21/09,rock
1331,9:30 Club,The Jesus Lizard,Thursday,11/19/09,rock
1330,9:30 Club,They Might Be Giants,Saturday,11/28/09,rock
1329,9:30 Club,Mastodon,Tuesday,5/12/09,rock
1328,9:30 Club,Yo La Tengo,Thursday,9/17/09,rock
1320,9:30 Club,Sonic Youth,Monday,7/6/09,rock
1319,9:30 Club,Opeth,Wednesday,5/27/09,rock
1317,9:30 Club,Arctic Monkeys,Tuesday,12/8/09,rock
1316,9:30 Club,The Bravery,Sunday,10/11/09,rock
1314,9:30 Club,Andrew Bird,Wednesday,10/28/09,rock
1312,9:30 Club,Reel Big Fish,Sunday,1/25/09,rock
1311,9:30 Club,Yeah Yeah Yeahs,Friday,9/25/09,rock
1309,9:30 Club,Bloc Party,Sunday,3/22/09,rock
1307,9:30 Club,The Black Crowes,Thursday,10/23/08,rock
1306,9:30 Club,The Black Crowes,Friday,10/24/08,rock
1301,9:30 Club,Nonpoint,Thursday,5/29/08,rock
1300,9:30 Club,Killswitch Engage,Thursday,1/10/08,rock
1299,9:30 Club,Iced Earth,Thursday,9/25/08,rock
1295,9:30 Club,Grace Potter,Saturday,2/16/08,rock
1292,9:30 Club,All Time Low,Sunday,2/24/08,rock
1291,9:30 Club,The Decemberists,Sunday,4/13/08,rock
1289,9:30 Club,Dr. Dog,Wednesday,12/3/08,rock
1288,9:30 Club,Secret Machines,Thursday,10/16/08,rock
1287,9:30 Club,All Time Low,Monday,10/13/08,rock
1286,9:30 Club,Donavon Frankenreiter,Sunday,10/19/08,rock
1285,9:30 Club,The Rocket Summer,Thursday,10/2/08,rock
1283,9:30 Club,Dark Star Orchestra,Saturday,11/8/08,rock
1281,9:30 Club,Apocalyptica,Sunday,9/28/08,rock
1278,9:30 Club,Dave Stewart,Sunday,9/21/08,rock
1274,9:30 Club,Rusted Root,Monday,9/29/08,rock
1272,9:30 Club,Cold War Kids,Saturday,10/18/08,rock
1270,9:30 Club,Alejandro Escovedo,Saturday,7/12/08,rock
1266,9:30 Club,Detroit Cobras,Wednesday,5/21/08,rock
1264,9:30 Club,Beto Cuevas,Sunday,5/18/08,rock
1262,9:30 Club,The Kooks,Saturday,6/7/08,rock
1260,9:30 Club,The Gutter Twins,Thursday,3/20/08,rock
1259,9:30 Club,BoDeans,Wednesday,4/2/08,rock
1255,9:30 Club,As I Lay Dying,Monday,1/28/08,rock
1254,9:30 Club,Carbon/Silicon,Sunday,4/6/08,rock
1251,9:30 Club,Silverstein,Sunday,2/24/08,rock
1250,9:30 Club,Nada Surf,Saturday,4/12/08,rock
1249,9:30 Club,MSTRKRFT,Saturday,5/31/08,rock
1247,9:30 Club,Shiny Toy Guns,Tuesday,11/25/08,rock
1245,9:30 Club,Deerhoof,Sunday,10/26/08,rock
1244,9:30 Club,Nick Cave,Monday,10/6/08,rock
1242,9:30 Club,The Presidents of The United States of America,Tuesday,3/25/08,rock
1240,9:30 Club,Puddle of Mudd,Monday,2/25/08,rock
1239,9:30 Club,The Kooks,Monday,9/8/08,rock
1237,9:30 Club,Bob Mould,Saturday,3/15/08,rock
1233,9:30 Club,State Radio,Friday,12/26/08,rock
1232,9:30 Club,MSTRKRFT,Sunday,6/1/08,rock
1231,9:30 Club,Eagles of Death Metal,Tuesday,11/18/08,rock
1230,9:30 Club,Live,Thursday,3/13/08,rock
1229,9:30 Club,Butthole Surfers,Thursday,6/26/08,rock
1228,9:30 Club,Dub Trio,Tuesday,11/4/08,rock
1227,9:30 Club,Augustana,Thursday,5/22/08,rock
1225,9:30 Club,Ray Davies,Monday,12/8/08,rock
1224,9:30 Club,Shinedown,Friday,12/12/08,rock
1222,9:30 Club,Clutch,Monday,12/29/08,rock
1217,9:30 Club,The Black Crowes,Saturday,10/25/08,rock
1216,9:30 Club,The Cult,Tuesday,9/9/08,rock
1212,9:30 Club,Stereophonics,Thursday,9/11/08,rock
1211,9:30 Club,Tantric,Friday,8/1/08,rock
1210,9:30 Club,Yaz,Wednesday,7/30/08,rock
1209,9:30 Club,Rhett Miller,Tuesday,7/29/08,rock
1207,9:30 Club,Apocalyptica,Wednesday,5/7/08,rock
1205,9:30 Club,The New Pornographers,Tuesday,4/15/08,rock
1204,9:30 Club,Drive-By Truckers,Saturday,5/10/08,rock
1203,9:30 Club,All That Remains,Thursday,3/6/08,rock
1201,9:30 Club,Ghostland Observatory,Saturday,3/29/08,rock
1199,9:30 Club,Angels And Airwaves,Sunday,2/10/08,rock
1198,9:30 Club,She Wants Revenge,Friday,5/30/08,rock
1195,9:30 Club,Rilo Kiley,Friday,6/6/08,rock
1194,9:30 Club,Grace Potter,Saturday,12/6/08,rock
1193,9:30 Club,Super Furry Animals,Sunday,1/27/08,rock
1191,9:30 Club,Mike Doughty's Band,Saturday,4/5/08,rock
1188,9:30 Club,Slightly Stoopid,Wednesday,10/29/08,rock
1187,9:30 Club,Slightly Stoopid,Thursday,10/30/08,rock
1184,9:30 Club,Little Feat,Friday,10/17/08,rock
1181,9:30 Club,Ghostland Observatory,Saturday,12/13/08,rock
1178,9:30 Club,Good Charlotte,Tuesday,8/19/08,rock
1177,9:30 Club,Umphrey's McGee,Friday,11/21/08,rock
1176,9:30 Club,James,Thursday,9/18/08,rock
1174,9:30 Club,Paul Weller,Saturday,9/13/08,rock
1173,9:30 Club,Aimee Mann,Saturday,8/2/08,rock
1172,9:30 Club,Swervedriver,Sunday,6/8/08,rock
1169,9:30 Club,Blind Melon,Monday,3/3/08,rock
1167,9:30 Club,The Black Keys,Tuesday,5/13/08,rock
1166,9:30 Club,The Black Keys,Monday,5/12/08,rock
1164,9:30 Club,Minus the Bear,Wednesday,10/22/08,rock
1161,9:30 Club,Gwar,Sunday,12/14/08,rock
1160,9:30 Club,Blonde Redhead,Wednesday,1/16/08,rock
1159,9:30 Club,Relient K,Tuesday,10/21/08,rock
1158,9:30 Club,Jack's Mannequin,Thursday,11/20/08,rock
1156,9:30 Club,Cute Is What We Aim For,Tuesday,7/1/08,rock
1155,9:30 Club,The Faint,Saturday,8/16/08,rock
1154,9:30 Club,Crowded House,Friday,5/2/08,rock
1153,9:30 Club,Liz Phair,Thursday,8/28/08,rock
1150,9:30 Club,The Sisters Of Mercy,Wednesday,11/5/08,rock
1149,9:30 Club,The Notwist,Wednesday,10/15/08,rock
1147,9:30 Club,Amanda Palmer,Tuesday,11/18/08,rock
1145,9:30 Club,Umphrey's McGee,Saturday,11/22/08,rock
1144,9:30 Club,Drive-By Truckers,Friday,5/9/08,rock
1143,9:30 Club,The Hives,Saturday,3/8/08,rock
1142,9:30 Club,Boredoms,Thursday,4/3/08,rock
1141,9:30 Club,Nada Surf,Friday,12/5/08,rock
1139,9:30 Club,Nick Cave and The Bad Seeds,Sunday,10/5/08,rock
1138,9:30 Club,Anberlin,Sunday,11/2/08,rock
1136,9:30 Club,They Might Be Giants,Friday,11/28/08,rock
1133,9:30 Club,Wilco,Wednesday,2/27/08,rock
1127,9:30 Club,DeVotchKa,Friday,5/16/08,rock
1126,9:30 Club,The New Pornographers,Monday,4/14/08,rock
1125,9:30 Club,The Breeders,Wednesday,6/11/08,rock
1124,9:30 Club,Colin Meloy,Sunday,4/13/08,rock
1123,9:30 Club,The Dandy Warhols,Monday,9/22/08,rock
1119,9:30 Club,Built to Spill,Tuesday,9/23/08,rock
1118,9:30 Club,Mogwai,Wednesday,9/17/08,rock
1117,9:30 Club,Spiritualized,Friday,7/25/08,rock
1116,9:30 Club,of Montreal,Thursday,10/9/08,rock
1115,9:30 Club,Wilco,Tuesday,2/26/08,rock
1114,9:30 Club,Korn,Monday,11/19/07,rock
1109,9:30 Club,MuteMath,Monday,3/19/07,rock
1108,9:30 Club,MuteMath,Thursday,3/22/07,rock
1103,9:30 Club,Big Head Todd,Saturday,2/3/07,rock
1102,9:30 Club,The Fall of Troy,Monday,6/4/07,rock
1100,9:30 Club,Jonathan Richman,Friday,2/9/07,rock
1099,9:30 Club,Slayer,Tuesday,2/20/07,rock
1097,9:30 Club,Patti Smith,Friday,12/28/07,rock
1096,9:30 Club,Daughtry,Thursday,5/24/07,rock
1092,9:30 Club,Ratatat,Tuesday,4/17/07,rock
1091,9:30 Club,The Red Jumpsuit Apparatus,Thursday,2/1/07,rock
1090,9:30 Club,Richard Thompson,Friday,6/22/07,rock
1089,9:30 Club,Peter Distefano,Thursday,3/15/07,rock
1087,9:30 Club,Dark Star Orchestra,Friday,11/30/07,rock
1079,9:30 Club,Umphrey's McGee,Wednesday,10/17/07,rock
1077,9:30 Club,The Wallflowers,Thursday,10/18/07,rock
1076,9:30 Club,The Decemberists,Monday,11/12/07,rock
1075,9:30 Club,The Decemberists,Saturday,11/10/07,rock
1073,9:30 Club,John Butler Trio,Tuesday,11/6/07,rock
1068,9:30 Club,Matt Nathanson,Thursday,10/18/07,rock
1066,9:30 Club,Cowboy Mouth,Saturday,9/15/07,rock
1065,9:30 Club,Chevelle,Friday,9/14/07,rock
1064,9:30 Club,Sum 41,Tuesday,9/18/07,rock
1063,9:30 Club,Band of Horses,Tuesday,8/7/07,rock
1062,9:30 Club,Against Me!,Tuesday,11/13/07,rock
1061,9:30 Club,Circa Survive,Tuesday,10/16/07,rock
1060,9:30 Club,The Weakerthans,Sunday,10/28/07,rock
1059,9:30 Club,Matt Pond PA,Monday,10/1/07,rock
1055,9:30 Club,Lamb of God,Monday,3/26/07,rock
1054,9:30 Club,Cold War Kids,Wednesday,11/28/07,rock
1053,9:30 Club,Rilo Kiley,Thursday,9/27/07,rock
1052,9:30 Club,Kings of Leon,Monday,9/24/07,rock
1050,9:30 Club,Isis,Sunday,3/11/07,rock
1048,9:30 Club,Relient K,Monday,5/7/07,rock
1047,9:30 Club,Page McConnell,Tuesday,6/5/07,rock
1045,9:30 Club,Third Eye Blind,Tuesday,5/1/07,rock
1043,9:30 Club,David Crowder Band,Sunday,11/11/07,rock
1042,9:30 Club,Butch Walker,Sunday,3/25/07,rock
1041,9:30 Club,Silverchair,Tuesday,7/24/07,rock
1040,9:30 Club,The Tragically Hip,Sunday,4/29/07,rock
1038,9:30 Club,Mastodon,Saturday,2/17/07,rock
1034,9:30 Club,Sebadoh,Tuesday,4/3/07,rock
1028,9:30 Club,Jimmy Eat World,Tuesday,10/30/07,rock
1027,9:30 Club,The Decemberists,Sunday,11/11/07,rock
1026,9:30 Club,The Decemberists,Friday,11/9/07,rock
1024,9:30 Club,Band of Horses,Friday,11/2/07,rock
1019,9:30 Club,Iggy Pop,Thursday,4/5/07,rock
1018,9:30 Club,Cannibal Corpse,Wednesday,10/3/07,rock
1017,9:30 Club,Coheed and Cambria,Sunday,11/25/07,rock
1016,9:30 Club,Paolo Nutini,Thursday,10/4/07,rock
1015,9:30 Club,Silversun Pickups,Wednesday,12/5/07,rock
1014,9:30 Club,Brandon Butler,Friday,4/13/07,rock
1009,9:30 Club,Guster,Wednesday,2/28/07,rock
1008,9:30 Club,Pete Yorn,Wednesday,3/21/07,rock
1007,9:30 Club,Coheed and Cambria,Sunday,11/25/07,rock
1006,9:30 Club,Paolo Nutini,Thursday,10/4/07,rock
1005,9:30 Club,Silversun Pickups,Wednesday,12/5/07,rock
1004,9:30 Club,Brandon Butler,Friday,4/13/07,rock
999,9:30 Club,Guster,Wednesday,2/28/07,rock
998,9:30 Club,Pete Yorn,Wednesday,3/21/07,rock
997,9:30 Club,Velvet Revolver,Tuesday,5/15/07,rock
996,9:30 Club,The Bravery,Thursday,6/7/07,rock
995,9:30 Club,TV On the Radio,Wednesday,4/18/07,rock
994,9:30 Club,Gogol Bordello,Wednesday,7/18/07,rock
989,9:30 Club,Citizen Cope,Thursday,12/27/07,rock
988,9:30 Club,Pepper,Thursday,11/1/07,rock
987,9:30 Club,The Tragically Hip,Friday,10/26/07,rock
984,9:30 Club,The Format,Saturday,8/25/07,rock
983,9:30 Club,Cold War Kids,Tuesday,11/27/07,rock
980,9:30 Club,Emily Haines & The Soft Skeleton,Wednesday,1/10/07,rock
979,9:30 Club,Klaxons,Monday,10/8/07,rock
977,9:30 Club,Calvin Johnson,Sunday,6/10/07,rock
974,9:30 Club,Gwar,Thursday,12/6/07,rock
972,9:30 Club,Slayer,Monday,2/19/07,rock
971,9:30 Club,Drive-By Truckers,Friday,7/20/07,rock
969,9:30 Club,Blonde Redhead,Sunday,5/6/07,rock
968,9:30 Club,Badly Drawn Boy,Tuesday,3/6/07,rock
967,9:30 Club,The Bravery,Wednesday,10/31/07,rock
964,9:30 Club,Motion City Soundtrack,Wednesday,11/7/07,rock
963,9:30 Club,The Faint,Monday,5/28/07,rock
962,9:30 Club,They Might Be Giants,Friday,11/23/07,rock
961,9:30 Club,Kings of Leon,Sunday,9/23/07,rock
960,9:30 Club,TV On the Radio,Thursday,4/19/07,rock
959,9:30 Club,Smashing Pumpkins,Tuesday,7/10/07,rock
958,9:30 Club,Umphrey's McGee,Saturday,4/14/07,rock
955,9:30 Club,The New Pornographers,Saturday,10/27/07,rock
954,9:30 Club,Black Rebel Motorcycle Club,Saturday,6/2/07,rock
952,9:30 Club,Megadeth,Sunday,9/30/07,rock
951,9:30 Club,Arctic Monkeys,Wednesday,5/16/07,rock
950,9:30 Club,Explosions in the Sky,Saturday,3/17/07,rock
949,9:30 Club,Cat Power,Monday,10/15/07,rock
948,9:30 Club,Ben Gibbard,Thursday,5/10/07,rock
947,9:30 Club,Andrew Bird,Sunday,5/20/07,rock
945,9:30 Club,LCD Soundsystem,Sunday,5/13/07,rock
944,9:30 Club,Rilo Kiley,Wednesday,9/26/07,rock
942,9:30 Club,Virginia Coalition,Friday,1/6/06,rock
941,9:30 Club,The Black Crowes,Monday,9/18/06,rock
940,9:30 Club,P.O.D.,Monday,4/24/06,rock
939,9:30 Club,Less Than Jake,Monday,10/2/06,rock
938,9:30 Club,Less Than Jake,Friday,1/20/06,rock
936,9:30 Club,Maylene & The Sons of Disaster,Wednesday,7/19/06,rock
935,9:30 Club,The Cab,Friday,1/13/06,rock
934,9:30 Club,Stellastarr,Wednesday,3/29/06,rock
928,9:30 Club,Matt Nathanson,Friday,10/20/06,rock
