,venue,headliner,weekday,date,main_genre
15571,Warner Theatre,Sunidhi Chauhan,Friday,7/15/16,world
8162,DAR Constitution Hall,Sunidhi Chauhan,Friday,7/22/11,world
17961,U Street Music Hall,Optimo,Wednesday,8/31/11,world
17800,U Street Music Hall,Novalima,Saturday,7/7/12,world
17684,U Street Music Hall,Dropkick Murphys,Tuesday,12/11/12,world
17556,U Street Music Hall,Novalima,Friday,8/2/13,world
17281,U Street Music Hall,Jesse Boykins III,Saturday,11/22/14,world
17152,U Street Music Hall,Songhoy Blues,Friday,6/12/15,world
17142,U Street Music Hall,Novalima,Thursday,6/25/15,world
16749,Wolf Trap,Cherish the Ladies,Wednesday,2/15/17,world
16746,Wolf Trap,Cherish the Ladies,Tuesday,2/14/17,world
16743,Wolf Trap,Eileen Ivers,Friday,12/1/17,world
16719,Wolf Trap,Celtic Woman,Tuesday,6/20/17,world
16693,Wolf Trap,Tinariwen,Wednesday,4/19/17,world
16685,Wolf Trap,Daddy Yankee,Sunday,9/17/17,world
16672,Wolf Trap,Cristina Pato,Friday,11/11/16,world
16661,Wolf Trap,Moira Smiley,Saturday,2/6/16,world
16660,Wolf Trap,Moira Smiley,Friday,2/5/16,world
16658,Wolf Trap,Mahmoud Ahmed,Friday,10/21/16,world
16645,Wolf Trap,National Symphony Orchestra,Friday,8/5/16,world
16638,Wolf Trap,National Symphony Orchestra,Saturday,7/30/16,world
16635,Wolf Trap,National Symphony Orchestra,Saturday,7/9/16,world
16634,Wolf Trap,National Symphony Orchestra,Thursday,6/30/16,world
16630,Wolf Trap,National Symphony Orchestra,Saturday,7/23/16,world
16623,Wolf Trap,National Symphony Orchestra,Friday,7/1/16,world
16613,Wolf Trap,Asha Bhosle,Wednesday,6/29/16,world
16563,Wolf Trap,Eileen Ivers,Friday,4/17/15,world
16549,Wolf Trap,National Symphony Orchestra,Saturday,7/18/15,world
16547,Wolf Trap,National Symphony Orchestra,Saturday,7/11/15,world
16543,Wolf Trap,National Symphony Orchestra,Saturday,8/1/15,world
16538,Wolf Trap,Celtic Woman,Saturday,6/20/15,world
16517,Wolf Trap,Gipsy Kings,Thursday,9/10/15,world
16494,Wolf Trap,Santana,Tuesday,8/25/15,world
16481,Wolf Trap,Paul Byrom,Wednesday,3/12/14,world
16475,Wolf Trap,Ladysmith Black Mambazo,Wednesday,2/5/14,world
16422,Wolf Trap,Gipsy Kings,Thursday,9/4/14,world
16399,Wolf Trap,National Symphony Orchestra,Friday,6/28/13,world
16392,Wolf Trap,National Symphony Orchestra,Saturday,7/27/13,world
16388,Wolf Trap,National Symphony Orchestra,Friday,7/12/13,world
16387,Wolf Trap,National Symphony Orchestra,Saturday,8/3/13,world
16386,Wolf Trap,National Symphony Orchestra,Friday,8/2/13,world
16385,Wolf Trap,National Symphony Orchestra,Thursday,8/1/13,world
16381,Wolf Trap,Celtic Crossroads,Thursday,2/28/13,world
16380,Wolf Trap,Celtic Crossroads,Wednesday,2/27/13,world
16369,Wolf Trap,Hapa,Sunday,4/7/13,world
16368,Wolf Trap,Hapa,Saturday,4/6/13,world
16346,Wolf Trap,National Symphony Orchestra,Friday,7/26/13,world
16336,Wolf Trap,Celtic Woman,Friday,6/14/13,world
16330,Wolf Trap,Gipsy Kings,Thursday,8/8/13,world
16325,Wolf Trap,Juanes,Wednesday,6/19/13,world
16297,Wolf Trap,Battlefield Band,Friday,10/19/12,world
16291,Wolf Trap,National Symphony Orchestra,Saturday,8/4/12,world
16285,Wolf Trap,National Symphony Orchestra,Saturday,7/7/12,world
16279,Wolf Trap,National Symphony Orchestra,Friday,7/6/12,world
16278,Wolf Trap,National Symphony Orchestra,Saturday,7/14/12,world
16272,Wolf Trap,Hapa,Wednesday,3/28/12,world
16264,Wolf Trap,Celtic Crossroads,Wednesday,3/21/12,world
16263,Wolf Trap,Celtic Crossroads,Tuesday,3/20/12,world
16257,Wolf Trap,Cherish the Ladies,Friday,2/24/12,world
16256,Wolf Trap,The Irish Rovers,Wednesday,3/14/12,world
16247,Wolf Trap,Gipsy Kings,Tuesday,8/7/12,world
16243,Wolf Trap,National Symphony Orchestra,Saturday,7/28/12,world
16241,Wolf Trap,Hapa,Thursday,3/29/12,world
16237,Wolf Trap,Altan,Tuesday,3/6/12,world
16236,Wolf Trap,Ladysmith Black Mambazo,Monday,3/12/12,world
16234,Wolf Trap,Cherish the Ladies,Saturday,2/25/12,world
16221,Wolf Trap,Gipsy Kings,Wednesday,8/8/12,world
16182,Wolf Trap,Battlefield Band,Friday,10/21/11,world
16179,Wolf Trap,The Brothers Cazimero,Wednesday,9/7/11,world
16177,Wolf Trap,National Symphony Orchestra,Friday,8/5/11,world
16176,Wolf Trap,National Symphony Orchestra,Thursday,8/4/11,world
16170,Wolf Trap,Gipsy Kings,Friday,8/19/11,world
16151,Wolf Trap,Barrage,Thursday,2/24/11,world
16150,Wolf Trap,Barrage,Wednesday,2/23/11,world
16130,Wolf Trap,National Symphony Orchestra,Saturday,7/30/11,world
16108,Wolf Trap,Gipsy Kings,Saturday,8/20/11,world
16085,Wolf Trap,Battlefield Band,Thursday,11/4/10,world
16079,Wolf Trap,National Symphony Orchestra,Friday,8/6/10,world
16078,Wolf Trap,National Symphony Orchestra,Thursday,8/5/10,world
16076,Wolf Trap,Bonnie Rideout,Friday,4/30/10,world
16070,Wolf Trap,Gipsy Kings,Friday,7/2/10,world
16068,Wolf Trap,Julio Iglesias,Tuesday,7/13/10,world
16064,Wolf Trap,Celtic Crossroads,Sunday,3/7/10,world
16063,Wolf Trap,Celtic Crossroads,Saturday,3/6/10,world
16060,Wolf Trap,Moya Brennan,Thursday,4/8/10,world
16054,Wolf Trap,Hapa,Wednesday,3/24/10,world
16053,Wolf Trap,Hapa,Tuesday,3/23/10,world
16049,Wolf Trap,Battlefield Band,Wednesday,3/17/10,world
16048,Wolf Trap,Cherish the Ladies,Wednesday,2/24/10,world
16047,Wolf Trap,Altan,Monday,3/15/10,world
16010,Wolf Trap,National Symphony Orchestra,Saturday,7/31/10,world
16006,Wolf Trap,Gipsy Kings,Saturday,7/3/10,world
15938,Wolf Trap,National Symphony Orchestra,Saturday,8/1/09,world
15937,Wolf Trap,National Symphony Orchestra,Friday,7/31/09,world
15934,Wolf Trap,National Symphony Orchestra,Saturday,7/25/09,world
15933,Wolf Trap,National Symphony Orchestra,Friday,7/24/09,world
15932,Wolf Trap,National Symphony Orchestra,Thursday,7/23/09,world
15930,Wolf Trap,National Symphony Orchestra,Saturday,7/11/09,world
15929,Wolf Trap,National Symphony Orchestra,Friday,7/10/09,world
15927,Wolf Trap,Gipsy Kings,Saturday,6/13/09,world
15922,Wolf Trap,Gipsy Kings,Friday,6/12/09,world
15921,Wolf Trap,Celtic Crossroads,Thursday,1/22/09,world
15918,Wolf Trap,Ladysmith Black Mambazo,Monday,1/26/09,world
15913,Wolf Trap,Cherish the Ladies,Wednesday,4/1/09,world
15912,Wolf Trap,Cherish the Ladies,Tuesday,3/31/09,world
15911,Wolf Trap,Hapa,Sunday,3/22/09,world
15910,Wolf Trap,Hapa,Saturday,3/21/09,world
15909,Wolf Trap,Barrage,Friday,4/17/09,world
15908,Wolf Trap,Barrage,Thursday,4/16/09,world
15902,Wolf Trap,Battlefield Band,Thursday,3/19/09,world
15885,Wolf Trap,Celtic Woman,Monday,6/8/09,world
15851,Wolf Trap,Battlefield Band,Wednesday,11/5/08,world
15846,Wolf Trap,National Symphony Orchestra,Friday,8/1/08,world
15845,Wolf Trap,National Symphony Orchestra,Thursday,7/31/08,world
15844,Wolf Trap,National Symphony Orchestra,Friday,7/25/08,world
15843,Wolf Trap,National Symphony Orchestra,Friday,7/11/08,world
15842,Wolf Trap,National Symphony Orchestra,Sunday,7/6/08,world
15837,Wolf Trap,National Symphony Orchestra,Thursday,7/10/08,world
15836,Wolf Trap,National Symphony Orchestra,Saturday,7/26/08,world
15835,Wolf Trap,National Symphony Orchestra,Thursday,7/24/08,world
15834,Wolf Trap,National Symphony Orchestra,Saturday,7/12/08,world
15832,Wolf Trap,Sergio Mendes,Tuesday,7/1/08,world
15829,Wolf Trap,National Symphony Orchestra,Saturday,8/2/08,world
15823,Wolf Trap,Gipsy Kings,Thursday,8/7/08,world
15798,Wolf Trap,Cherish the Ladies,Wednesday,3/5/08,world
15797,Wolf Trap,Cherish the Ladies,Tuesday,3/4/08,world
15790,Wolf Trap,Barrage,Thursday,4/24/08,world
15789,Wolf Trap,Barrage,Wednesday,4/23/08,world
15776,Wolf Trap,Gipsy Kings,Friday,8/8/08,world
15756,Wolf Trap,Paulina Rubio,Thursday,5/24/07,world
15748,Wolf Trap,Gipsy Kings,Friday,8/10/07,world
15732,Wolf Trap,Battlefield Band,Sunday,10/21/07,world
15696,Wolf Trap,Gipsy Kings,Sunday,7/9/06,world
15669,Wolf Trap,Gipsy Kings,Wednesday,6/1/05,world
15668,Wolf Trap,Gipsy Kings,Tuesday,5/31/05,world
15649,Wolf Trap,Gipsy Kings,Wednesday,7/28/04,world
15648,Wolf Trap,Gipsy Kings,Tuesday,7/27/04,world
15615,Wolf Trap,Gipsy Kings,Tuesday,8/20/02,world
15609,Wolf Trap,Gipsy Kings,Monday,8/19/02,world
15600,Wolf Trap,Gipsy Kings,Thursday,5/31/01,world
15599,Wolf Trap,Gipsy Kings,Wednesday,5/30/01,world
15591,Warner Theatre,Johnny Clegg,Friday,10/27/17,world
15566,Warner Theatre,Ebi,Saturday,1/30/16,world
15546,Warner Theatre,Santana,Wednesday,4/6/16,world
15545,Warner Theatre,Santana,Tuesday,4/5/16,world
15541,Warner Theatre,Hans Raj Hans,Friday,10/16/15,world
15540,Warner Theatre,Shaan,Friday,5/15/15,world
15538,Warner Theatre,Moein,Saturday,3/14/15,world
15512,Warner Theatre,Pimpinela,Friday,8/22/14,world
15507,Warner Theatre,Celtic Woman,Thursday,5/22/14,world
15500,Warner Theatre,Faramarz Aslani,Saturday,11/2/13,world
15491,Warner Theatre,Moein,Saturday,10/26/13,world
15464,Warner Theatre,Juanes,Thursday,7/26/12,world
15432,Warner Theatre,Rahat Fateh Ali Khan,Saturday,4/16/11,world
15402,Warner Theatre,Rahat Fateh Ali Khan,Friday,4/9/10,world
15384,Warner Theatre,Paulina Rubio,Sunday,10/25/09,world
15334,Warner Theatre,The High Kings,Tuesday,9/23/08,world
15328,Warner Theatre,The High Kings,Wednesday,5/21/08,world
15261,The Fillmore,Los Cafres,Saturday,6/10/17,world
15234,The Fillmore,Flogging Molly,Saturday,5/20/17,world
15166,The Fillmore,Fonseca,Friday,4/22/16,world
15102,The Fillmore,Jowell y Randy,Friday,7/24/15,world
15019,The Fillmore,Dropkick Murphys,Friday,3/6/15,world
14999,The Fillmore,Gilberto Santa Rosa,Thursday,3/6/14,world
14987,The Fillmore,Illya Kuryaki And The Valderramas,Wednesday,7/9/14,world
14974,The Fillmore,La Ley,Sunday,11/9/14,world
14964,The Fillmore,Yandel,Friday,6/20/14,world
14956,The Fillmore,Flogging Molly,Friday,2/28/14,world
14860,The Fillmore,Panteon Rococo,Saturday,8/10/13,world
14837,The Fillmore,Flogging Molly,Tuesday,2/5/13,world
14835,The Fillmore,Molotov,Monday,8/26/13,world
14778,The Fillmore,Viviane,Friday,6/22/12,world
14768,The Fillmore,Angela Carrasco,Friday,5/25/12,world
14764,The Fillmore,Chino y Nacho,Monday,5/21/12,world
14760,The Fillmore,Miguel Mateos,Wednesday,11/21/12,world
14757,The Fillmore,NAYAS,Friday,7/20/12,world
14756,The Fillmore,Grupo Niche,Thursday,7/19/12,world
14755,The Fillmore,Luis Enrique,Saturday,6/9/12,world
14684,The Fillmore,Flogging Molly,Friday,2/24/12,world
14599,Strathmore,Ana Moura,Thursday,4/28/16,world
14586,Strathmore,Yiruma,Sunday,9/25/16,world
14561,Strathmore,The Chieftains,Wednesday,3/4/15,world
14558,Strathmore,Buika,Monday,4/6/15,world
14547,Strathmore,Sergio Mendes,Sunday,3/16/14,world
14539,Strathmore,Julio Iglesias,Saturday,4/26/14,world
14528,Strathmore,Sergio Mendes,Friday,6/6/14,world
14519,Strathmore,Alasdair Fraser,Thursday,1/10/13,world
14517,Strathmore,Alasdair Fraser,Friday,1/11/13,world
14508,Strathmore,Ladysmith Black Mambazo,Friday,1/25/13,world
14488,Strathmore,Eileen Ivers,Thursday,3/15/12,world
14481,Strathmore,Yasmin Levy,Tuesday,2/14/12,world
14433,Strathmore,Afro-Cuban All Stars,Wednesday,3/23/11,world
14409,Strathmore,Mazowsze,Tuesday,11/23/10,world
14404,Strathmore,Pistolera,Wednesday,6/30/10,world
14389,Strathmore,Ladysmith Black Mambazo,Friday,3/5/10,world
14345,Strathmore,Gaelic Storm,Sunday,10/11/09,world
14338,Strathmore,Instrumental,Wednesday,3/11/09,world
14127,Soundcheck,Moti,Thursday,9/17/15,world
14087,Songbyrd,Vasudeva,Tuesday,6/20/17,world
13881,Rock & Roll Hotel,Chicano Batman,Saturday,3/25/17,world
12781,Rock & Roll Hotel,The Briggs,Thursday,5/3/07,world
12668,Merriweather Post Pavilion,Santana,Tuesday,8/15/17,world
12618,Merriweather Post Pavilion,Mickey Hart,Thursday,5/14/15,world
12454,Merriweather Post Pavilion,Santana,Sunday,4/6/08,world
12332,Merriweather Post Pavilion,Santana,Monday,6/14/99,world
12314,Merriweather Post Pavilion,Gipsy Kings,Thursday,9/3/98,world
12313,Merriweather Post Pavilion,Gipsy Kings,Wednesday,9/2/98,world
12234,Merriweather Post Pavilion,Santana,Friday,7/17/92,world
12020,Lincoln Theatre,Yamato the Drummers of Japan,Wednesday,3/16/16,world
11994,Lincoln Theatre,Gipsy Kings,Friday,9/9/16,world
11827,The Kennedy Center,Qais Essar,Friday,5/5/17,world
11822,The Kennedy Center,Making Movies,Tuesday,5/9/17,world
11813,The Kennedy Center,Seu Jorge,Friday,9/29/17,world
11759,The Kennedy Center,Joey Alexander,Friday,12/4/15,world
11758,The Kennedy Center,National Symphony Orchestra,Thursday,2/26/15,world
11757,The Kennedy Center,National Symphony Orchestra,Saturday,2/7/15,world
11756,The Kennedy Center,National Symphony Orchestra,Friday,2/6/15,world
11755,The Kennedy Center,National Symphony Orchestra,Thursday,2/5/15,world
11754,The Kennedy Center,National Symphony Orchestra,Wednesday,2/4/15,world
11753,The Kennedy Center,National Symphony Orchestra,Saturday,1/31/15,world
11752,The Kennedy Center,National Symphony Orchestra,Friday,1/30/15,world
11751,The Kennedy Center,National Symphony Orchestra,Saturday,1/24/15,world
11750,The Kennedy Center,National Symphony Orchestra,Friday,1/23/15,world
11749,The Kennedy Center,National Symphony Orchestra,Thursday,1/22/15,world
11748,The Kennedy Center,National Symphony Orchestra,Saturday,1/17/15,world
11747,The Kennedy Center,National Symphony Orchestra,Friday,1/16/15,world
11746,The Kennedy Center,Gina Chavez,Monday,11/9/15,world
11745,The Kennedy Center,National Symphony Orchestra,Saturday,4/18/15,world
11744,The Kennedy Center,National Symphony Orchestra,Saturday,2/28/15,world
11743,The Kennedy Center,National Symphony Orchestra,Saturday,2/21/15,world
11742,The Kennedy Center,National Symphony Orchestra,Sunday,2/15/15,world
11741,The Kennedy Center,National Symphony Orchestra,Saturday,2/14/15,world
11740,The Kennedy Center,National Symphony Orchestra,Thursday,1/29/15,world
11735,The Kennedy Center,National Symphony Orchestra,Saturday,5/9/15,world
11734,The Kennedy Center,National Symphony Orchestra,Saturday,5/2/15,world
11733,The Kennedy Center,National Symphony Orchestra,Saturday,4/4/15,world
11732,The Kennedy Center,National Symphony Orchestra,Saturday,3/14/15,world
11731,The Kennedy Center,National Symphony Orchestra,Friday,2/27/15,world
11729,The Kennedy Center,National Symphony Orchestra,Thursday,1/15/15,world
11728,The Kennedy Center,National Symphony Orchestra,Friday,2/20/15,world
11727,The Kennedy Center,National Symphony Orchestra,Thursday,2/19/15,world
11702,The Kennedy Center,National Symphony Orchestra,Sunday,12/21/14,world
11701,The Kennedy Center,National Symphony Orchestra,Saturday,12/20/14,world
11700,The Kennedy Center,National Symphony Orchestra,Saturday,12/6/14,world
11699,The Kennedy Center,National Symphony Orchestra,Friday,12/5/14,world
11698,The Kennedy Center,National Symphony Orchestra,Saturday,11/15/14,world
11697,The Kennedy Center,National Symphony Orchestra,Thursday,11/6/14,world
11695,The Kennedy Center,National Symphony Orchestra,Saturday,11/1/14,world
11694,The Kennedy Center,National Symphony Orchestra,Thursday,10/30/14,world
11693,The Kennedy Center,National Symphony Orchestra,Saturday,10/4/14,world
11692,The Kennedy Center,National Symphony Orchestra,Thursday,10/2/14,world
11689,The Kennedy Center,National Symphony Orchestra,Friday,6/13/14,world
11688,The Kennedy Center,National Symphony Orchestra,Thursday,6/12/14,world
11687,The Kennedy Center,National Symphony Orchestra,Saturday,6/7/14,world
11684,The Kennedy Center,National Symphony Orchestra,Saturday,5/10/14,world
11683,The Kennedy Center,National Symphony Orchestra,Thursday,5/8/14,world
11682,The Kennedy Center,National Symphony Orchestra,Saturday,4/26/14,world
11681,The Kennedy Center,National Symphony Orchestra,Friday,4/25/14,world
11680,The Kennedy Center,National Symphony Orchestra,Thursday,4/24/14,world
11679,The Kennedy Center,National Symphony Orchestra,Saturday,4/19/14,world
11678,The Kennedy Center,National Symphony Orchestra,Friday,4/18/14,world
11677,The Kennedy Center,National Symphony Orchestra,Thursday,4/17/14,world
11676,The Kennedy Center,National Symphony Orchestra,Saturday,4/12/14,world
11675,The Kennedy Center,National Symphony Orchestra,Thursday,4/10/14,world
11674,The Kennedy Center,National Symphony Orchestra,Saturday,3/22/14,world
11673,The Kennedy Center,National Symphony Orchestra,Friday,3/21/14,world
11672,The Kennedy Center,National Symphony Orchestra,Thursday,3/20/14,world
11670,The Kennedy Center,National Symphony Orchestra,Saturday,3/8/14,world
11669,The Kennedy Center,National Symphony Orchestra,Friday,2/28/14,world
11668,The Kennedy Center,National Symphony Orchestra,Thursday,2/27/14,world
11667,The Kennedy Center,National Symphony Orchestra,Thursday,2/13/14,world
11666,The Kennedy Center,National Symphony Orchestra,Saturday,1/18/14,world
11665,The Kennedy Center,National Symphony Orchestra,Friday,1/17/14,world
11664,The Kennedy Center,National Symphony Orchestra,Thursday,1/16/14,world
11662,The Kennedy Center,National Symphony Orchestra,Saturday,2/8/14,world
11661,The Kennedy Center,National Symphony Orchestra,Friday,2/7/14,world
11660,The Kennedy Center,National Symphony Orchestra,Thursday,2/6/14,world
11659,The Kennedy Center,National Symphony Orchestra,Saturday,1/25/14,world
11658,The Kennedy Center,National Symphony Orchestra,Thursday,1/23/14,world
11649,The Kennedy Center,Zakir Hussain,Sunday,4/13/14,world
11646,The Kennedy Center,National Symphony Orchestra,Friday,1/31/14,world
11645,The Kennedy Center,National Symphony Orchestra,Thursday,1/30/14,world
11644,The Kennedy Center,National Symphony Orchestra,Saturday,3/1/14,world
11640,The Kennedy Center,National Symphony Orchestra,Saturday,6/28/14,world
11636,The Kennedy Center,National Symphony Orchestra,Friday,12/19/14,world
11635,The Kennedy Center,National Symphony Orchestra,Thursday,12/4/14,world
11634,The Kennedy Center,National Symphony Orchestra,Friday,11/14/14,world
11633,The Kennedy Center,National Symphony Orchestra,Saturday,11/8/14,world
11632,The Kennedy Center,National Symphony Orchestra,Friday,11/7/14,world
11631,The Kennedy Center,National Symphony Orchestra,Saturday,10/11/14,world
11630,The Kennedy Center,National Symphony Orchestra,Thursday,10/9/14,world
11629,The Kennedy Center,National Symphony Orchestra,Friday,6/6/14,world
11628,The Kennedy Center,National Symphony Orchestra,Saturday,5/17/14,world
11627,The Kennedy Center,National Symphony Orchestra,Friday,5/16/14,world
11626,The Kennedy Center,National Symphony Orchestra,Tuesday,5/13/14,world
11625,The Kennedy Center,National Symphony Orchestra,Wednesday,5/7/14,world
11623,The Kennedy Center,National Symphony Orchestra,Friday,4/11/14,world
11621,The Kennedy Center,National Symphony Orchestra,Friday,2/14/14,world
11620,The Kennedy Center,National Symphony Orchestra,Saturday,2/15/14,world
11619,The Kennedy Center,National Symphony Orchestra,Saturday,2/1/14,world
11615,The Kennedy Center,National Symphony Orchestra,Friday,6/27/14,world
11613,The Kennedy Center,National Symphony Orchestra,Thursday,12/18/14,world
11612,The Kennedy Center,National Symphony Orchestra,Saturday,10/25/14,world
11610,The Kennedy Center,National Symphony Orchestra,Wednesday,10/1/14,world
11609,The Kennedy Center,National Symphony Orchestra,Saturday,6/14/14,world
11608,The Kennedy Center,National Symphony Orchestra,Thursday,6/5/14,world
11605,The Kennedy Center,National Symphony Orchestra,Thursday,11/13/14,world
11603,The Kennedy Center,National Symphony Orchestra,Friday,10/10/14,world
11602,The Kennedy Center,National Symphony Orchestra,Sunday,9/21/14,world
11589,The Kennedy Center,National Symphony Orchestra,Saturday,5/18/13,world
11588,The Kennedy Center,National Symphony Orchestra,Thursday,5/16/13,world
11587,The Kennedy Center,National Symphony Orchestra,Friday,5/17/13,world
11576,The Kennedy Center,National Symphony Orchestra,Sunday,12/22/13,world
11575,The Kennedy Center,National Symphony Orchestra,Saturday,12/21/13,world
11574,The Kennedy Center,National Symphony Orchestra,Friday,12/20/13,world
11573,The Kennedy Center,National Symphony Orchestra,Thursday,12/19/13,world
11572,The Kennedy Center,National Symphony Orchestra,Saturday,12/14/13,world
11571,The Kennedy Center,National Symphony Orchestra,Friday,12/13/13,world
11570,The Kennedy Center,National Symphony Orchestra,Thursday,12/12/13,world
11569,The Kennedy Center,National Symphony Orchestra,Saturday,12/7/13,world
11568,The Kennedy Center,National Symphony Orchestra,Friday,12/6/13,world
11567,The Kennedy Center,National Symphony Orchestra,Thursday,12/5/13,world
11566,The Kennedy Center,National Symphony Orchestra,Saturday,11/30/13,world
11565,The Kennedy Center,National Symphony Orchestra,Friday,11/29/13,world
11564,The Kennedy Center,National Symphony Orchestra,Saturday,11/23/13,world
11563,The Kennedy Center,National Symphony Orchestra,Saturday,11/16/13,world
11562,The Kennedy Center,National Symphony Orchestra,Friday,11/15/13,world
11561,The Kennedy Center,National Symphony Orchestra,Thursday,11/14/13,world
11560,The Kennedy Center,National Symphony Orchestra,Friday,11/8/13,world
11559,The Kennedy Center,National Symphony Orchestra,Saturday,11/2/13,world
11558,The Kennedy Center,National Symphony Orchestra,Friday,11/1/13,world
11557,The Kennedy Center,National Symphony Orchestra,Thursday,10/31/13,world
11555,The Kennedy Center,National Symphony Orchestra,Saturday,10/26/13,world
11554,The Kennedy Center,National Symphony Orchestra,Friday,10/25/13,world
11553,The Kennedy Center,National Symphony Orchestra,Friday,10/11/13,world
11552,The Kennedy Center,National Symphony Orchestra,Thursday,10/10/13,world
11551,The Kennedy Center,National Symphony Orchestra,Saturday,10/5/13,world
11550,The Kennedy Center,National Symphony Orchestra,Thursday,10/3/13,world
11549,The Kennedy Center,National Symphony Orchestra,Sunday,9/29/13,world
11548,The Kennedy Center,National Symphony Orchestra,Sunday,9/22/13,world
11547,The Kennedy Center,National Symphony Orchestra,Saturday,9/21/13,world
11546,The Kennedy Center,National Symphony Orchestra,Friday,9/20/13,world
11545,The Kennedy Center,National Symphony Orchestra,Thursday,9/19/13,world
11538,The Kennedy Center,National Symphony Orchestra,Saturday,6/22/13,world
11537,The Kennedy Center,National Symphony Orchestra,Friday,6/21/13,world
11536,The Kennedy Center,National Symphony Orchestra,Thursday,6/20/13,world
11535,The Kennedy Center,National Symphony Orchestra,Friday,6/14/13,world
11534,The Kennedy Center,National Symphony Orchestra,Thursday,6/13/13,world
11533,The Kennedy Center,National Symphony Orchestra,Friday,6/7/13,world
11532,The Kennedy Center,National Symphony Orchestra,Thursday,6/6/13,world
11531,The Kennedy Center,National Symphony Orchestra,Sunday,5/19/13,world
11530,The Kennedy Center,National Symphony Orchestra,Friday,5/3/13,world
11529,The Kennedy Center,National Symphony Orchestra,Friday,4/26/13,world
11523,The Kennedy Center,National Symphony Orchestra,Thursday,5/2/13,world
11522,The Kennedy Center,National Symphony Orchestra,Thursday,4/25/13,world
11521,The Kennedy Center,National Symphony Orchestra,Friday,4/5/13,world
11520,The Kennedy Center,National Symphony Orchestra,Thursday,4/4/13,world
11519,The Kennedy Center,National Symphony Orchestra,Saturday,6/8/13,world
11518,The Kennedy Center,National Symphony Orchestra,Friday,5/31/13,world
11517,The Kennedy Center,National Symphony Orchestra,Thursday,5/30/13,world
11516,The Kennedy Center,National Symphony Orchestra,Saturday,3/30/13,world
11515,The Kennedy Center,National Symphony Orchestra,Friday,3/29/13,world
11514,The Kennedy Center,National Symphony Orchestra,Thursday,3/28/13,world
11513,The Kennedy Center,National Symphony Orchestra,Friday,3/8/13,world
11512,The Kennedy Center,National Symphony Orchestra,Thursday,3/7/13,world
11511,The Kennedy Center,National Symphony Orchestra,Saturday,3/2/13,world
11510,The Kennedy Center,National Symphony Orchestra,Friday,3/1/13,world
11509,The Kennedy Center,National Symphony Orchestra,Thursday,2/28/13,world
11508,The Kennedy Center,National Symphony Orchestra,Friday,2/22/13,world
11507,The Kennedy Center,National Symphony Orchestra,Thursday,2/21/13,world
11506,The Kennedy Center,National Symphony Orchestra,Friday,1/25/13,world
11505,The Kennedy Center,National Symphony Orchestra,Thursday,1/24/13,world
11504,The Kennedy Center,National Symphony Orchestra,Saturday,1/19/13,world
11502,The Kennedy Center,Skaran,Thursday,2/28/13,world
11491,The Kennedy Center,National Symphony Orchestra,Saturday,4/6/13,world
11490,The Kennedy Center,National Symphony Orchestra,Saturday,6/15/13,world
11489,The Kennedy Center,National Symphony Orchestra,Saturday,2/23/13,world
11488,The Kennedy Center,National Symphony Orchestra,Saturday,6/1/13,world
11487,The Kennedy Center,National Symphony Orchestra,Saturday,5/4/13,world
11486,The Kennedy Center,National Symphony Orchestra,Saturday,4/27/13,world
11483,The Kennedy Center,National Symphony Orchestra,Saturday,11/9/13,world
11482,The Kennedy Center,National Symphony Orchestra,Thursday,11/7/13,world
11481,The Kennedy Center,National Symphony Orchestra,Saturday,10/12/13,world
11480,The Kennedy Center,National Symphony Orchestra,Friday,10/4/13,world
11479,The Kennedy Center,National Symphony Orchestra,Saturday,3/9/13,world
11476,The Kennedy Center,The Chieftains,Friday,3/15/13,world
11475,The Kennedy Center,The Chieftains,Thursday,3/14/13,world
11471,The Kennedy Center,National Symphony Orchestra,Saturday,1/26/13,world
11470,The Kennedy Center,The Chieftains,Saturday,3/16/13,world
11464,The Kennedy Center,National Symphony Orchestra,Thursday,9/26/13,world
11452,The Kennedy Center,Elephant Revival,Monday,10/8/12,world
11450,The Kennedy Center,National Symphony Orchestra,Saturday,11/17/12,world
11449,The Kennedy Center,National Symphony Orchestra,Saturday,11/10/12,world
11448,The Kennedy Center,National Symphony Orchestra,Saturday,11/3/12,world
11447,The Kennedy Center,National Symphony Orchestra,Saturday,12/22/12,world
11446,The Kennedy Center,National Symphony Orchestra,Saturday,12/8/12,world
11445,The Kennedy Center,National Symphony Orchestra,Sunday,11/4/12,world
11437,The Kennedy Center,National Symphony Orchestra,Saturday,3/31/12,world
11436,The Kennedy Center,National Symphony Orchestra,Saturday,4/14/12,world
11435,The Kennedy Center,National Symphony Orchestra,Friday,3/30/12,world
11434,The Kennedy Center,National Symphony Orchestra,Sunday,3/4/12,world
11433,The Kennedy Center,National Symphony Orchestra,Thursday,3/29/12,world
11432,The Kennedy Center,National Symphony Orchestra,Sunday,5/13/12,world
11431,The Kennedy Center,National Symphony Orchestra,Saturday,2/25/12,world
11430,The Kennedy Center,National Symphony Orchestra,Friday,2/24/12,world
11429,The Kennedy Center,National Symphony Orchestra,Thursday,2/23/12,world
11426,The Kennedy Center,Sofia Rei,Wednesday,1/4/12,world
11425,The Kennedy Center,The Chieftains,Friday,3/16/12,world
11423,The Kennedy Center,National Symphony Orchestra,Saturday,2/11/12,world
11422,The Kennedy Center,National Symphony Orchestra,Friday,3/23/12,world
