"","venue","headliner","support","weekday","date","time","ticket_price"
"327","9:30 Club","      Stereolab and Sonic Youth     ",NA,"Tuesday",2000-06-20,"",""
"328","9:30 Club","      The Dandy Warhols     ",NA,"Monday",2000-10-02,"",""
"329","9:30 Club","      Queens of the Stone Age"," Vast    ","Monday",2000-09-25,"",""
"330","9:30 Club","      Patti Smith     ",NA,"Friday",2000-05-05,"",""
"331","9:30 Club","      Luna     ",NA,"Friday",2000-07-07,"",""
"332","9:30 Club","      Citizen Cope"," David Gray    ","Friday",2000-06-09,"",""
"333","9:30 Club","      David Gray and The Lonely Astronauts     ",NA,"Tuesday",2000-09-26,"",""
"334","9:30 Club","      Einst�_rzende Neubauten     ",NA,"Sunday",2000-07-30,"",""
"335","9:30 Club","      Dream Theater and Mike Portnoy     ",NA,"Monday",2000-02-21,"",""
"336","9:30 Club","      Supergrass     ",NA,"Tuesday",2000-05-02,"",""
"337","9:30 Club","      Fishbone     ",NA,"Friday",2000-09-01,"",""
"338","9:30 Club","      Steve Earle     ",NA,"Friday",2000-07-14,"",""
"339","9:30 Club","      They Might Be Giants     ",NA,"Friday",2000-04-14,"",""
"340","9:30 Club","      They Might Be Giants     ",NA,"Saturday",2000-04-15,"",""
"341","9:30 Club","      The Tragically Hip     ",NA,"Friday",2000-07-28,"",""
"342","9:30 Club","      The Tragically Hip     ",NA,"Thursday",2000-07-27,"",""
"343","9:30 Club","      Bob Weir & RatDog     ",NA,"Monday",2000-11-27,"",""
"344","9:30 Club","      Bob Weir & RatDog     ",NA,"Tuesday",2000-11-28,"",""
"345","9:30 Club","      Guided By Voices     ",NA,"Friday",2000-01-14,"",""
"346","9:30 Club","      The Jayhawks     ",NA,"Wednesday",2000-11-15,"",""
"347","9:30 Club","      Dio"," Doro Pesch and Yngwie Malmsteen    ","Sunday",2000-12-10,"",""
"348","9:30 Club","      Mike Portnoy     ",NA,"Saturday",2000-08-05,"",""
"349","9:30 Club","      Marillion     ",NA,"Saturday",2000-06-24,"",""
"350","9:30 Club","      Reverend Horton Heat"," Los Straitjackets    ","Monday",2000-05-15,"",""
"351","9:30 Club","      The Lonely Astronauts     ",NA,"Wednesday",2000-06-14,"",""
"352","9:30 Club","      The Lonely Astronauts     ",NA,"Tuesday",2000-08-29,"",""
"353","9:30 Club","      Face To Face     ",NA,"Wednesday",2000-09-06,"",""
"354","9:30 Club","      Burning Spear     ",NA,"Sunday",2000-11-12,"",""
"355","9:30 Club","      Joe Satriani     ",NA,"Sunday",2000-04-30,"",""
"356","9:30 Club","      Moțrhead     ",NA,"Tuesday",2000-06-27,"",""
"357","9:30 Club","      Mary Prankster     ",NA,"Saturday",2000-11-25,"",""
"358","9:30 Club","      Mary Prankster     ",NA,"Friday",2000-06-30,"",""
"359","9:30 Club","      Mary Prankster     ",NA,"Saturday",2000-02-12,"",""
"360","9:30 Club","      Meshell Ndegeocello"," K'alyn    ","Thursday",2000-05-11,"",""
"361","9:30 Club","      Kenny Wayne Shepherd     ",NA,"Sunday",2000-03-05,"",""
"362","9:30 Club","      Flybanger     ",NA,"Thursday",2000-12-21,"",""
"363","9:30 Club","      Dope     ",NA,"Wednesday",2000-06-28,"",""
"364","9:30 Club","      Blues Traveler     ",NA,"Tuesday",2000-11-07,"",""
"365","9:30 Club","      Karl Denson's Tiny Universe     ",NA,"Saturday",2000-10-14,"",""
"366","9:30 Club","      Primal Scream     ",NA,"Friday",2000-05-26,"",""
"367","9:30 Club","      Slipknot     ",NA,"Sunday",2000-01-23,"",""
"368","9:30 Club","      Slipknot     ",NA,"Friday",2000-10-27,"",""
"369","9:30 Club","      Slipknot     ",NA,"Saturday",2000-10-28,"",""
"370","9:30 Club","      The String Cheese Incident     ",NA,"Tuesday",2000-04-25,"",""
"371","9:30 Club","      Peter Murphy     ",NA,"Friday",2000-11-10,"",""
"372","9:30 Club","      Matchbox Twenty     ",NA,"Saturday",2000-05-20,"",""
"373","9:30 Club","      Less Than Jake     ",NA,"Wednesday",2000-09-13,"",""
"374","9:30 Club","      Wire"," TONE (DC)    ","Saturday",2000-05-13,"",""
"375","9:30 Club","      Luna     ",NA,"Saturday",2001-02-10,"",""
"376","9:30 Club","      The Orb     ",NA,"Wednesday",2001-04-18,"",""
"377","9:30 Club","      The Magnetic Fields     ",NA,"Friday",2001-04-13,"",""
"378","9:30 Club","      James Brown     ",NA,"Saturday",2001-05-26,"",""
"379","9:30 Club","      Richard Ashcroft     ",NA,"Thursday",2001-02-01,"",""
"380","9:30 Club","      Doves"," The Strokes    ","Sunday",2001-02-25,"",""
"381","9:30 Club","      Ben Folds     ",NA,"Friday",2001-09-14,"",""
"382","9:30 Club","      Mercury Rev     ",NA,"Monday",2001-12-10,"",""
"383","9:30 Club","      Pete Yorn"," Ours    ","Thursday",2001-08-02,"",""
"384","9:30 Club","      Wilco     ",NA,"Wednesday",2001-09-26,"",""
"385","9:30 Club","      Stephen Malkmus & The Jicks     ",NA,"Wednesday",2001-03-28,"",""
"386","9:30 Club","      Sigur R�_s"," The Album Leaf    ","Tuesday",2001-09-25,"",""
"387","9:30 Club","      Black Rebel Motorcycle Club"," Murder City Devils    ","Tuesday",2001-08-14,"",""
"388","9:30 Club","      Joe Strummer"," Tymon Dogg","Thursday",2001-10-04,"",""
"389","9:30 Club","      Mojave 3"," The Sid Hillman Quartet    ","Monday",2001-02-12,"",""
"390","9:30 Club","      The Psychedelic Furs     ",NA,"Friday",2001-05-11,"",""
"391","9:30 Club","      Remy Zero     ",NA,"Monday",2001-11-26,"",""
"392","9:30 Club","      Luna     ",NA,"Friday",2001-09-07,"",""
"393","9:30 Club","      Mogwai     ",NA,"Friday",2001-06-22,"",""
"394","9:30 Club","      They Might Be Giants     ",NA,"Saturday",2001-03-17,"",""
"395","9:30 Club","      Doves"," The Webb Brothers    ","Saturday",2001-06-30,"",""
"396","9:30 Club","      Citizen Cope"," Nelly Furtado    ","Monday",2001-04-02,"",""
"397","9:30 Club","      Citizen Cope and Chris Whitley     ",NA,"Monday",2001-07-09,"",""
"398","9:30 Club","      Midnight Oil     ",NA,"Monday",2001-11-05,"",""
"399","9:30 Club","      Orbital     ",NA,"Wednesday",2001-10-10,"",""
"400","9:30 Club","      Placebo"," Idlewild    ","Thursday",2001-05-24,"",""
"401","9:30 Club","      Jeff Tweedy     ",NA,"Saturday",2001-02-24,"",""
"402","9:30 Club","      Karl Denson's Tiny Universe     ",NA,"Friday",2001-03-16,"",""
"403","9:30 Club","      The Disco Biscuits     ",NA,"Friday",2001-04-20,"",""
"404","9:30 Club","      The Disco Biscuits     ",NA,"Saturday",2001-04-21,"",""
"405","9:30 Club","      The Disco Biscuits     ",NA,"Friday",2001-12-07,"",""
"406","9:30 Club","      The Disco Biscuits     ",NA,"Saturday",2001-12-08,"",""
"407","9:30 Club","      Rollins Band     ",NA,"Sunday",2001-03-11,"",""
"408","9:30 Club","      Nothingface     ",NA,"Friday",2001-11-30,"",""
"409","9:30 Club","      Cradle of Filth     ",NA,"Tuesday",2001-07-24,"",""
"410","9:30 Club","      Spiritualized     ",NA,"Tuesday",2001-10-23,"",""
"411","9:30 Club","      Badly Drawn Boy     ",NA,"Thursday",2001-05-03,"",""
"412","9:30 Club","      Air"," S̩bastien Tellier    ","Tuesday",2001-06-19,"",""
"413","9:30 Club","      The Roots"," The Spooks    ","Saturday",2001-03-03,"",""
"414","9:30 Club","      David Byrne"," Joe Henry    ","Tuesday",2001-05-15,"",""
"415","9:30 Club","      The Word     ",NA,"Thursday",2001-08-09,"",""
"416","9:30 Club","      Stereophonics     ",NA,"Friday",2001-02-09,"",""
"417","9:30 Club","      Ryan Adams     ",NA,"Friday",2001-10-12,"",""
"418","9:30 Club","      MDFMK     ",NA,"Friday",2001-06-15,"",""
"419","9:30 Club","      O.A.R.     ",NA,"Saturday",2001-11-24,"",""
"420","9:30 Club","      Autechre     ",NA,"Friday",2001-05-25,"",""
"421","9:30 Club","      Gov't Mule     ",NA,"Thursday",2001-10-11,"",""
"422","9:30 Club","      DJ Logic     ",NA,"Monday",2001-03-05,"",""
"423","9:30 Club","      The Beta Band     ",NA,"Wednesday",2001-10-17,"",""
"424","9:30 Club","      Black Rebel Motorcycle Club and The Waterboys     ",NA,"Tuesday",2001-03-20,"",""
"425","9:30 Club","      Our Lady Peace"," Shades Apart    ","Sunday",2001-06-24,"",""
"426","9:30 Club","      Tenacious D and Karl Denson's Tiny Universe     ",NA,"Saturday",2001-10-13,"",""
"427","9:30 Club","      The Soft Boys and Young Fresh Fellows     ",NA,"Wednesday",2001-03-21,"",""
"428","9:30 Club","      Old 97's"," Josh Joplin Band    ","Thursday",2001-06-21,"",""
"429","9:30 Club","      Dave Navarro     ",NA,"Saturday",2001-09-01,"",""
"430","9:30 Club","      Stereolab     ",NA,"Tuesday",2001-11-13,"",""
"431","9:30 Club","      The Strokes     ",NA,"Monday",2001-10-29,"",""
"432","9:30 Club","      Ween     ",NA,"Thursday",2001-04-05,"",""
"433","9:30 Club","      Will Calhoun     ",NA,"Saturday",2001-08-04,"",""
"434","9:30 Club","      Soulive     ",NA,"Saturday",2001-12-01,"",""
"435","9:30 Club","      Echo & The Bunnymen     ",NA,"Friday",2001-07-06,"",""
"436","9:30 Club","      Megadeth     ",NA,"Sunday",2001-10-14,"",""
"437","9:30 Club","      Fishbone     ",NA,"Sunday",2001-06-17,"",""
"438","9:30 Club","      Little Feat     ",NA,"Thursday",2001-11-01,"",""
"439","9:30 Club","      PJ Harvey     ",NA,"Monday",2001-09-10,"",""
"440","9:30 Club","      Steve Earle     ",NA,"Wednesday",2001-01-24,"",""
"441","9:30 Club","      They Might Be Giants     ",NA,"Wednesday",2001-10-31,"",""
"442","9:30 Club","      Tricky     ",NA,"Monday",2001-07-23,"",""
"443","9:30 Club","      Billy Idol     ",NA,"Monday",2001-04-16,"",""
"444","9:30 Club","      Bob Weir & RatDog     ",NA,"Friday",2001-09-28,"",""
"445","9:30 Club","      Social Distortion     ",NA,"Monday",2001-11-12,"",""
"446","9:30 Club","      blink-182 and Hey Mercedes"," New Found Glory","Saturday",2001-09-08,"",""
"447","9:30 Club","      Better Than Ezra"," Brand New Immortals    ","Monday",2001-09-03,"",""
"448","9:30 Club","      blink-182     ",NA,"Monday",2001-05-07,"",""
"449","9:30 Club","      Better Than Ezra     ",NA,"Tuesday",2001-12-04,"",""
"450","9:30 Club","      Long Beach Dub All-Stars"," BURN UNIT    ","Sunday",2001-09-30,"",""
"451","9:30 Club","      The Cult and Ian Astbury     ",NA,"Saturday",2001-07-14,"",""
"452","9:30 Club","      The Cult and Ian Astbury     ",NA,"Wednesday",2001-11-21,"",""
"453","9:30 Club","      The Go-Go's     ",NA,"Sunday",2001-07-15,"",""
"454","9:30 Club","      Quasi     ",NA,"Tuesday",2001-11-13,"",""
"455","9:30 Club","      The Waterboys     ",NA,"Wednesday",2001-10-03,"",""
"456","9:30 Club","      Chris Whitley     ",NA,"Tuesday",2001-10-30,"",""
"457","9:30 Club","      Reverend Horton Heat"," Dash Rip Rock    ","Friday",2001-12-14,"",""
"458","9:30 Club","      Remy Zero     ",NA,"Tuesday",2001-10-02,"",""
"459","9:30 Club","      The Living End     ",NA,"Thursday",2001-03-15,"",""
"460","9:30 Club","      Face To Face     ",NA,"Thursday",2001-02-08,"",""
"461","9:30 Club","      Indigo Girls     ",NA,"Wednesday",2001-04-04,"",""
"462","9:30 Club","      Mary Prankster     ",NA,"Saturday",2001-10-27,"",""
"463","9:30 Club","      Michelle Shocked     ",NA,"Sunday",2001-08-26,"",""
"464","9:30 Club","      The Mighty Mighty Bosstones     ",NA,"Friday",2001-01-05,"",""
"465","9:30 Club","      Blues Traveler     ",NA,"Tuesday",2001-05-01,"",""
"466","9:30 Club","      Uncle John's Band     ",NA,"Friday",2001-11-23,"",""
"467","9:30 Club","      Matt Nathanson     ",NA,"Sunday",2001-09-23,"",""
"468","9:30 Club","      Tik N'tak     ",NA,"Sunday",2001-02-18,"",""
"469","9:30 Club","      The Last Broadcast     ",NA,"Sunday",2001-02-25,"",""
"470","9:30 Club","      The Last Broadcast     ",NA,"Saturday",2001-06-30,"",""
"471","9:30 Club","      Leftover Salmon     ",NA,"Thursday",2001-04-12,"",""
"472","9:30 Club","      Nelly Furtado     ",NA,"Thursday",2001-03-08,"",""
"473","9:30 Club","      Nelly Furtado     ",NA,"Friday",2001-03-09,"",""
"474","9:30 Club","      The Donnas"," The Eyeliners and The Kicks    ","Friday",2001-10-05,"",""
"475","9:30 Club","      Tegan and Sara     ",NA,"Wednesday",2001-05-23,"",""
"476","9:30 Club","      Ruby Horse     ",NA,"Saturday",2001-02-03,"",""
"477","9:30 Club","      Cecilia and Cravin' Dogs"," Mike Shupp    ","Friday",2001-06-29,"",""
"478","9:30 Club","      Tiger Army"," Dropkick Murphys and Sick of It All    ","Tuesday",2001-10-09,"",""
"479","9:30 Club","      Beautiful Creatures"," Tantric and Oleander    ","Thursday",2001-11-08,"",""
"480","9:30 Club","      The Beta Band     ",NA,"Monday",2002-04-08,"",""
"481","9:30 Club","      Coldplay     ",NA,"Saturday",2002-08-10,"",""
"482","9:30 Club","      Luna"," Consonant    ","Friday",2002-05-17,"",""
"483","9:30 Club","      Beth Orton     ",NA,"Saturday",2002-06-15,"",""
"484","9:30 Club","      Spiritualized"," Black Rebel Motorcycle Club    ","Saturday",2002-04-20,"",""
"485","9:30 Club","      Dream Theater and Mike Portnoy     ",NA,"Sunday",2002-03-24,"",""
"486","9:30 Club","      Our Lady Peace     ",NA,"Wednesday",2002-10-23,"",""
"487","9:30 Club","      Hey Mercedes"," Piebald and Koufax    ","Wednesday",2002-08-14,"",""
"488","9:30 Club","      Mary Prankster     ",NA,"Saturday",2002-09-07,"",""
"489","9:30 Club","      The Charlatans"," Starsailor    ","Wednesday",2002-01-30,"",""
"490","9:30 Club","      The Juliana Theory"," Glassjaw and Piebald    ","Sunday",2002-06-09,"",""
"491","9:30 Club","      Future Bible Heroes"," Would-be-goods","Tuesday",2002-10-29,"",""
"492","9:30 Club","      Queens of the Stone Age"," ��_And You Will Know Us by the Trail of Dead and Burning Brides    ","Tuesday",2002-09-10,"",""
"493","9:30 Club","      Gorillaz     ",NA,"Tuesday",2002-02-26,"",""
"494","9:30 Club","      Queens of the Stone Age     ",NA,"Sunday",2002-06-02,"",""
"495","9:30 Club","      Doves"," My Morning Jacket    ","Thursday",2002-09-12,"",""
"496","9:30 Club","      Doves     ",NA,"Wednesday",2002-06-19,"",""
"497","9:30 Club","      Stereophonics"," JJ72    ","Saturday",2002-02-02,"",""
"498","9:30 Club","      Big Head Todd     ",NA,"Friday",2002-04-12,"",""
"499","9:30 Club","      Simple Minds     ",NA,"Saturday",2002-06-29,"",""
"500","9:30 Club","      Dolly Parton     ",NA,"Monday",2002-07-15,"",""
"501","9:30 Club","      The Disco Biscuits     ",NA,"Friday",2002-04-05,"",""
"502","9:30 Club","      Gwar     ",NA,"Monday",2002-03-04,"",""
"503","9:30 Club","      Badly Drawn Boy     ",NA,"Thursday",2002-10-17,"",""
"504","9:30 Club","      Gomez     ",NA,"Monday",2002-09-23,"",""
"505","9:30 Club","      Starsailor"," Chris Lee    ","Wednesday",2002-03-06,"",""
"506","9:30 Club","      Cornershop"," Smokey & Miho    ","Saturday",2002-05-11,"",""
"507","9:30 Club","      Zero 7     ",NA,"Wednesday",2002-04-17,"",""
"508","9:30 Club","      Jurassic 5"," Blackalicious    ","Tuesday",2002-05-07,"",""
"509","9:30 Club","      Ryan Adams"," Tegan and Sara    ","Thursday",2002-10-03,"",""
"510","9:30 Club","      Ryan Adams"," Tegan and Sara    ","Friday",2002-10-04,"",""
"511","9:30 Club","      Steve Kimock Band     ",NA,"Wednesday",2002-02-06,"",""
"512","9:30 Club","      Ben Folds     ",NA,"Wednesday",2002-06-12,"",""
"513","9:30 Club","      Soft Cell     ",NA,"Wednesday",2002-11-20,"",""
"514","9:30 Club","      Dashboard Confessional"," The Anniversary    ","Tuesday",2002-04-09,"",""
"515","9:30 Club","      Jimmy Eat World     ",NA,"Tuesday",2002-06-04,"",""
"516","9:30 Club","      Vida Blue"," TheNEWDEAL    ","Tuesday",2002-04-23,"",""
"517","9:30 Club","      Midnight Oil     ",NA,"Wednesday",2002-03-27,"",""
"518","9:30 Club","      Eels and Better Than Ezra"," Cowboy Mouth    ","Friday",2002-03-22,"",""
"519","9:30 Club","      Our Lady Peace"," Thirty Seconds to Mars    ","Monday",2002-08-19,"",""
"520","9:30 Club","      Supreme Beings of Leisure"," Baldwin Brothers    ","Monday",2002-11-11,"",""
"521","9:30 Club","      Our Lady Peace"," Thirty Seconds to Mars    ","Monday",2002-10-21,"",""
"522","9:30 Club","      Saves The Day"," Piebald and Hey Mercedes    ","Friday",2002-03-01,"",""
"523","9:30 Club","      Jurassic 5"," The Beatnuts and Big Daddy Kane    ","Sunday",2002-11-03,"",""
"524","9:30 Club","      Ours and The Wallflowers     ",NA,"Saturday",2002-12-07,"",""
"525","9:30 Club","      Roxy Music     ",NA,"Saturday",2002-11-16,"",""
"526","9:30 Club","      Garbage     ",NA,"Monday",2002-04-29,"",""
"527","9:30 Club","      Garbage     ",NA,"Tuesday",2002-04-30,"",""
"528","9:30 Club","      Sloan     ",NA,"Friday",2002-07-26,"",""
"529","9:30 Club","      Pete Yorn"," Sloan    ","Thursday",2002-05-23,"",""
"530","9:30 Club","      Clinic     ",NA,"Thursday",2002-06-27,"",""
"531","9:30 Club","      Soulive"," J-Live    ","Saturday",2002-10-26,"",""
"532","9:30 Club","      Remy Zero     ",NA,"Saturday",2002-05-18,"",""
"533","9:30 Club","      Dredg     ",NA,"Sunday",2002-08-25,"",""
"534","9:30 Club","      Gene     ",NA,"Monday",2002-09-16,"",""
"535","9:30 Club","      Wire     ",NA,"Friday",2002-09-20,"",""
"536","9:30 Club","      Coheed and Cambria     ",NA,"Wednesday",2002-10-09,"",""
"537","9:30 Club","      Fountains of Wayne     ",NA,"Tuesday",2002-11-05,"",""
"538","9:30 Club","      Dashboard Confessional"," Ash    ","Thursday",2002-10-10,"",""
"539","9:30 Club","      Saves The Day and St. Etienne"," Ash    ","Sunday",2002-11-24,"",""
"540","9:30 Club","      Bob Mould     ",NA,"Wednesday",2002-04-17,"",""
"541","9:30 Club","      Bob Mould     ",NA,"Saturday",2002-09-21,"",""
"542","9:30 Club","      Ben Kweller"," My Morning Jacket    ","Friday",2002-08-16,"",""
"543","9:30 Club","      Steve Earle     ",NA,"Monday",2002-11-18,"",""
"544","9:30 Club","      The Tragically Hip     ",NA,"Wednesday",2002-07-24,"",""
"545","9:30 Club","      The Tragically Hip     ",NA,"Tuesday",2002-07-23,"",""
"546","9:30 Club","      Gin Blossoms     ",NA,"Monday",2002-08-05,"",""
"547","9:30 Club","      Citizen Cope"," Nelly Furtado    ","Friday",2002-03-08,"",""
"548","9:30 Club","      Citizen Cope"," Nelly Furtado    ","Saturday",2002-03-09,"",""
"549","9:30 Club","      Dio"," King's X and Hammerfall    ","Wednesday",2002-12-11,"",""
"550","9:30 Club","      Bob Weir & RatDog and Uncle John's Band     ",NA,"Sunday",2002-05-26,"",""
"551","9:30 Club","      Bob Weir & RatDog     ",NA,"Tuesday",2002-10-08,"",""
"552","9:30 Club","      The Calling     ",NA,"Friday",2002-03-15,"",""
"553","9:30 Club","      Rusted Root     ",NA,"Thursday",2002-04-11,"",""
"554","9:30 Club","      The Go-Go's     ",NA,"Thursday",2002-02-28,"",""
"555","9:30 Club","      Guided By Voices     ",NA,"Friday",2002-10-11,"",""
"556","9:30 Club","      Norah Jones     ",NA,"Friday",2002-06-21,"",""
"557","9:30 Club","      Bush     ",NA,"Monday",2002-03-18,"",""
"558","9:30 Club","      Apes"," Reverend Horton Heat    ","Saturday",2002-10-19,"",""
"559","9:30 Club","      Ron Sexsmith     ",NA,"Sunday",2002-05-19,"",""
"560","9:30 Club","      Face To Face     ",NA,"Tuesday",2002-04-16,"",""
"561","9:30 Club","      Neil Finn     ",NA,"Thursday",2002-07-18,"",""
"562","9:30 Club","      Leo Kottke     ",NA,"Sunday",2002-11-10,"",""
"563","9:30 Club","      Joe Satriani     ",NA,"Tuesday",2002-12-10,"",""
"564","9:30 Club","      Udo Lindenberg"," 3 Doors Down    ","Tuesday",2002-09-17,"",""
"565","9:30 Club","      Gravity Kills     ",NA,"Thursday",2002-01-31,"",""
"566","9:30 Club","      Vanessa Carlton     ",NA,"Thursday",2002-12-05,"",""
"567","9:30 Club","      Small Brown Bike     ",NA,"Friday",2002-03-01,"",""
